gene	cell_type	n_ad_with_reads	n_ct_with_reads	n_ad_total	n_ct_total	jackknife_max_change_ratio	jackknife_worst_donor	direction_consistency	dominant_isoform	verdict	note
PNPLA8	Excitatory_neuron	13	7	13	8	1.3343	SMC049	0.2308	PNPLA8-206	FAIL	Jackknife 1.33 ≥ 0.5; Direction 0.23 < 0.6
PNPO	Excitatory_neuron	8	7	13	8	0.0		1.0	PNPO-201	PASS	
POC1B-AS1	Excitatory_neuron	4	5	13	8					INSUFFICIENT_DATA	reads 있는 도너 부족: AD=4/5, CT=5/4
POGLUT2	Excitatory_neuron	10	7	13	8	0.2449	SMC041	0.8	POGLUT2-204	PASS	
POGZ	Excitatory_neuron	12	8	13	8	0.5326	SMC038	0.75	POGZ-212	FAIL	Jackknife 0.53 ≥ 0.5
POLD2	Excitatory_neuron	12	5	13	8	1.1464	SMC049	0.1667	POLD2-245	FAIL	Jackknife 1.15 ≥ 0.5; Direction 0.17 < 0.6
POLDIP3	Excitatory_neuron	9	5	13	8	0.3672	SMC038	0.8889	POLDIP3-203	PASS	
POLE	Excitatory_neuron	9	6	13	8	0.7845	SMC038	0.6667	POLE-201	FAIL	Jackknife 0.78 ≥ 0.5
POLG	Excitatory_neuron	8	7	13	8	0.0638	PO11	0.75	transcript133263.chr15.nic	PASS	
POLK	Excitatory_neuron	11	8	13	8	0.6381	SMC049	0.3636	POLK-212	FAIL	Jackknife 0.64 ≥ 0.5; Direction 0.36 < 0.6
POLR1F	Excitatory_neuron	11	6	13	8	0.3239	SMC032	0.9091	POLR1F-201	PASS	
POLR3A	Excitatory_neuron	11	7	13	8	0.3205	SMC029	0.3636	POLR3A-209	FAIL	Direction 0.36 < 0.6
POLR3C	Excitatory_neuron	11	8	13	8	0.5538	SMC038	0.4545	POLR3C-208	FAIL	Jackknife 0.55 ≥ 0.5; Direction 0.45 < 0.6
POLR3E	Excitatory_neuron	8	5	13	8	0.0181	PO28	0.875	POLR3E-219	PASS	
POLR3H	Excitatory_neuron	10	8	13	8	0.3505	SMC049	0.7	POLR3H-202	PASS	
POMGNT1	Excitatory_neuron	12	8	13	8	0.6386	SMC049	0.25	POMGNT1-229	FAIL	Jackknife 0.64 ≥ 0.5; Direction 0.25 < 0.6
POMK	Excitatory_neuron	12	6	13	8	0.4727	SMC049	0.3333	POMK-201	FAIL	Direction 0.33 < 0.6
POMT1	Excitatory_neuron	11	8	13	8	0.8656	PO28	0.4545	POMT1-274	FAIL	Jackknife 0.87 ≥ 0.5; Direction 0.45 < 0.6
POMT2	Excitatory_neuron	10	7	13	8	0.1523	SMC049	0.6	POMT2-202	PASS	
POR	Excitatory_neuron	12	7	13	8	0.8754	SMC038	0.6667	POR-201	FAIL	Jackknife 0.88 ≥ 0.5
POU2F1	Excitatory_neuron	10	7	13	8	0.6944	SMC038	0.6	POU2F1-204	FAIL	Jackknife 0.69 ≥ 0.5
POU6F1	Excitatory_neuron	6	6	13	8	0.1823	PO28	0.8333	POU6F1-210	PASS	
POU6F2	Excitatory_neuron	10	5	13	8	0.3001	SMC039	0.6	POU6F2-212	PASS	
PPARGC1A	Excitatory_neuron	10	6	13	8	1.213	SMC038	0.4	PPARGC1A-201	FAIL	Jackknife 1.21 ≥ 0.5; Direction 0.40 < 0.6
PPARGC1B	Excitatory_neuron	11	7	13	8	0.6556	SMC038	0.4545	PPARGC1B-201	FAIL	Jackknife 0.66 ≥ 0.5; Direction 0.45 < 0.6
PPAT	Excitatory_neuron	11	7	13	8	0.3528	PO11	0.3636	PPAT-202	FAIL	Direction 0.36 < 0.6
PPFIA1	Excitatory_neuron	13	8	13	8	0.5497	SMC049	0.5385	PPFIA1-219	FAIL	Jackknife 0.55 ≥ 0.5; Direction 0.54 < 0.6
PPFIA2	Excitatory_neuron	13	8	13	8	0.3569	PO11	0.5385	PPFIA2-216	FAIL	Direction 0.54 < 0.6
PPFIBP1	Excitatory_neuron	13	8	13	8	0.6477	SMC049	0.3846	PPFIBP1-202	FAIL	Jackknife 0.65 ≥ 0.5; Direction 0.38 < 0.6
PPHLN1	Excitatory_neuron	12	8	13	8	0.2831	PO05	0.5833	transcript57820.chr12.nic	FAIL	Direction 0.58 < 0.6
PPIA	Excitatory_neuron	12	8	13	8	0.6378	SMC049	0.4167	PPIA-204	FAIL	Jackknife 0.64 ≥ 0.5; Direction 0.42 < 0.6
PPIG	Excitatory_neuron	12	8	13	8	0.736	SMC041	0.5833	PPIG-205	FAIL	Jackknife 0.74 ≥ 0.5; Direction 0.58 < 0.6
PPIH	Excitatory_neuron	10	7	13	8	0.6769	PO28	0.3	PPIH-217	FAIL	Jackknife 0.68 ≥ 0.5; Direction 0.30 < 0.6
PPIL2	Excitatory_neuron	11	7	13	8	0.5835	SMC049	0.4545	PPIL2-233	FAIL	Jackknife 0.58 ≥ 0.5; Direction 0.45 < 0.6
PPIP5K1	Excitatory_neuron	8	7	13	8	0.9378	SMC049	0.5	PPIP5K1-205	FAIL	Jackknife 0.94 ≥ 0.5; Direction 0.50 < 0.6
PPIP5K2	Excitatory_neuron	11	7	13	8	0.167	SMC032	0.9091	PPIP5K2-202	PASS	
PPM1B	Excitatory_neuron	13	8	13	8	0.4248	SMC049	0.6154	PPM1B-201	PASS	
PPM1K	Excitatory_neuron	11	8	13	8	0.1684	PO28	0.8182	PPM1K-209	PASS	
PPM1L	Excitatory_neuron	7	5	13	8	0.5095	SMC049	0.7143	PPM1L-205	FAIL	Jackknife 0.51 ≥ 0.5
PPME1	Excitatory_neuron	9	8	13	8	0.5665	SMC049	0.3333	PPME1-201	FAIL	Jackknife 0.57 ≥ 0.5; Direction 0.33 < 0.6
PPP1CA	Excitatory_neuron	12	7	13	8	0.0		1.0	PPP1CA-212	PASS	
PPP1CB	Excitatory_neuron	10	7	13	8	0.5823	SMC049	0.8	PPP1CB-202	FAIL	Jackknife 0.58 ≥ 0.5
PPP1R12A	Excitatory_neuron	13	8	13	8	2.243	SMC038	0.1538	PPP1R12A-213	FAIL	Jackknife 2.24 ≥ 0.5; Direction 0.15 < 0.6
PPP1R12B	Excitatory_neuron	12	8	13	8	0.3815	PO41	0.6667	PPP1R12B-216	PASS	
PPP1R16B	Excitatory_neuron	10	7	13	8	0.0		1.0	PPP1R16B-201	PASS	
PPP1R1B	Excitatory_neuron	11	6	13	8	2.0448	SMC049	0.1818	PPP1R1B-201	FAIL	Jackknife 2.04 ≥ 0.5; Direction 0.18 < 0.6
PPP1R2	Excitatory_neuron	12	8	13	8	1.2719	SMC049	0.25	PPP1R2-206	FAIL	Jackknife 1.27 ≥ 0.5; Direction 0.25 < 0.6
PPP1R7	Excitatory_neuron	10	7	13	8	0.3481	SMC049	0.6	PPP1R7-207	PASS	
PPP1R9A	Excitatory_neuron	11	8	13	8	0.6725	SMC049	0.3636	PPP1R9A-202	FAIL	Jackknife 0.67 ≥ 0.5; Direction 0.36 < 0.6
PPP2R1A	Excitatory_neuron	13	8	13	8	0.5856	SMC049	0.8462	PPP2R1A-205	FAIL	Jackknife 0.59 ≥ 0.5
PPP2R2A	Excitatory_neuron	6	6	13	8	0.0717	PO28	1.0	PPP2R2A-202	PASS	
PPP2R2B	Excitatory_neuron	11	8	13	8	0.0635	SMC038	0.9091	PPP2R2B-205	PASS	
PPP2R5C	Excitatory_neuron	7	5	13	8	0.0764	PO11	0.5714	PPP2R5C-201	FAIL	Direction 0.57 < 0.6
PPP2R5D	Excitatory_neuron	8	6	13	8	0.2525	SMC041	0.375	PPP2R5D-208	FAIL	Direction 0.38 < 0.6
PPP3CA	Excitatory_neuron	11	8	13	8	0.9174	SMC049	0.2727	PPP3CA-202	FAIL	Jackknife 0.92 ≥ 0.5; Direction 0.27 < 0.6
PPP3CB	Excitatory_neuron	9	8	13	8	0.6061	SMC038	0.3333	PPP3CB-202	FAIL	Jackknife 0.61 ≥ 0.5; Direction 0.33 < 0.6
PPP4R1	Excitatory_neuron	7	7	13	8	0.8568	SMC039	0.4286	PPP4R1-203	FAIL	Jackknife 0.86 ≥ 0.5; Direction 0.43 < 0.6
PPP4R3A	Excitatory_neuron	12	6	13	8	0.2407	SMC029	0.8333	PPP4R3A-202	PASS	
PPP4R3B	Excitatory_neuron	12	7	13	8	0.1413	PO41	0.75	PPP4R3B-205	PASS	
PPP6R2	Excitatory_neuron	11	6	13	8	0.3153	SMC029	0.6364	PPP6R2-209	PASS	
PPP6R3	Excitatory_neuron	10	7	13	8	0.0703	PO41	0.9	PPP6R3-201	PASS	
PPRC1	Excitatory_neuron	7	6	13	8	0.1734	PO41	0.8571	PPRC1-203	PASS	
PPWD1	Excitatory_neuron	9	6	13	8	0.0929	SMC032	0.8889	PPWD1-201	PASS	
PRANCR	Excitatory_neuron	12	7	13	8	0.6659	SMC049	0.5833	PRANCR-206	FAIL	Jackknife 0.67 ≥ 0.5; Direction 0.58 < 0.6
PRCP	Excitatory_neuron	12	7	13	8	0.0114	PO28	1.0	transcript124829.chr11.nnic	PASS	
PRDM10	Excitatory_neuron	5	5	13	8	0.2093	PO05	0.8	PRDM10-207	PASS	
PRDM15	Excitatory_neuron	4	6	13	8					INSUFFICIENT_DATA	reads 있는 도너 부족: AD=4/5, CT=6/4
PRDM2	Excitatory_neuron	12	7	13	8	0.1583	SMC049	0.8333	PRDM2-202	PASS	
PRDX2	Excitatory_neuron	9	7	13	8	0.5544	PO28	0.1111	PRDX2-203	FAIL	Jackknife 0.55 ≥ 0.5; Direction 0.11 < 0.6
PRDX3	Excitatory_neuron	12	7	13	8	1.2699	SMC049	0.25	PRDX3-203	FAIL	Jackknife 1.27 ≥ 0.5; Direction 0.25 < 0.6
PRDX6	Excitatory_neuron	11	8	13	8	0.7042	SMC049	0.8182	PRDX6-201	FAIL	Jackknife 0.70 ≥ 0.5
PREB	Excitatory_neuron	8	5	13	8	1.1647	SMC049	0.625	PREB-201	FAIL	Jackknife 1.16 ≥ 0.5
PREPL	Excitatory_neuron	12	8	13	8	0.1877	SMC038	0.5833	PREPL-207	FAIL	Direction 0.58 < 0.6
PRICKLE1	Excitatory_neuron	10	7	13	8	0.1494	SMC049	1.0	PRICKLE1-213	PASS	
PRICKLE2	Excitatory_neuron	10	7	13	8	2.041	SMC049	0.6	transcript109564.chr3.nnic	FAIL	Jackknife 2.04 ≥ 0.5
PRKAB1	Excitatory_neuron	11	7	13	8	0.3221	SMC038	0.6364	PRKAB1-207	PASS	
PRKACB	Excitatory_neuron	11	8	13	8	0.345	SMC049	0.8182	PRKACB-205	PASS	
PRKAG2	Excitatory_neuron	10	8	13	8	0.7054	SMC049	0.8	PRKAG2-209	FAIL	Jackknife 0.71 ≥ 0.5
PRKAR1A	Excitatory_neuron	12	8	13	8	0.8827	SMC032	1.0	PRKAR1A-201	FAIL	Jackknife 0.88 ≥ 0.5
PRKAR2A	Excitatory_neuron	6	6	13	8	0.9862	SMC038	0.3333	PRKAR2A-201	FAIL	Jackknife 0.99 ≥ 0.5; Direction 0.33 < 0.6
PRKAR2B	Excitatory_neuron	10	8	13	8	0.32	SMC032	0.6	PRKAR2B-201	PASS	
PRKCB	Excitatory_neuron	13	8	13	8	0.8372	SMC049	0.3846	PRKCB-201	FAIL	Jackknife 0.84 ≥ 0.5; Direction 0.38 < 0.6
PRKCG	Excitatory_neuron	12	7	13	8	0.4276	SMC038	0.3333	PRKCG-201	FAIL	Direction 0.33 < 0.6
PRKD1	Excitatory_neuron	7	7	13	8	0.0841	SMC038	1.0	PRKD1-202	PASS	
PRKDC	Excitatory_neuron	10	8	13	8	0.1961	SMC032	0.7	PRKDC-202	PASS	
PRKG1	Excitatory_neuron	11	6	13	8	0.4778	SMC049	0.5455	PRKG1-205	FAIL	Direction 0.55 < 0.6
PRKG2	Excitatory_neuron	6	5	13	8	0.1464	PO41	0.8333	PRKG2-201	PASS	
PRKN	Excitatory_neuron	9	6	13	8	0.2014	SMC049	0.8889	PRKN-211	PASS	
PRKRA	Excitatory_neuron	12	8	13	8	0.309	SMC049	0.6667	PRKRA-201	PASS	
PRKRIP1	Excitatory_neuron	12	5	13	8	0.4125	SMC049	0.4167	PRKRIP1-208	FAIL	Direction 0.42 < 0.6
PRMT5	Excitatory_neuron	9	6	13	8	0.7667	SMC038	0.2222	PRMT5-202	FAIL	Jackknife 0.77 ≥ 0.5; Direction 0.22 < 0.6
PRMT7	Excitatory_neuron	11	8	13	8	0.4461	SMC049	0.5455	PRMT7-202	FAIL	Direction 0.55 < 0.6
PRMT8	Excitatory_neuron	11	7	13	8	0.3673	SMC038	0.7273	PRMT8-202	PASS	
PRNP	Excitatory_neuron	12	8	13	8	0.1993	SMC049	0.5	PRNP-201	FAIL	Direction 0.50 < 0.6
PROX1	Excitatory_neuron	11	7	13	8	0.2769	PO11	0.5455	PROX1-202	FAIL	Direction 0.55 < 0.6
PRPF3	Excitatory_neuron	12	8	13	8	0.7294	SMC039	0.5	PRPF3-201	FAIL	Jackknife 0.73 ≥ 0.5; Direction 0.50 < 0.6
PRPF31	Excitatory_neuron	11	8	13	8	0.9227	SMC049	0.2727	PRPF31-203	FAIL	Jackknife 0.92 ≥ 0.5; Direction 0.27 < 0.6
PRPF38B	Excitatory_neuron	12	8	13	8	0.3426	SMC049	0.8333	PRPF38B-204	PASS	
PRPF39	Excitatory_neuron	13	8	13	8	0.6649	PO28	0.3077	PRPF39-202	FAIL	Jackknife 0.66 ≥ 0.5; Direction 0.31 < 0.6
PRPF4	Excitatory_neuron	11	6	13	8	0.2329	SMC049	0.6364	PRPF4-201	PASS	
PRPF4B	Excitatory_neuron	11	6	13	8	0.1114	PO28	0.8182	PRPF4B-201	PASS	
PRPF8	Excitatory_neuron	11	7	13	8	0.0383	PO28	1.0	PRPF8-221	PASS	
PRR3	Excitatory_neuron	7	6	13	8	0.2584	SMC038	0.8571	PRR3-206	PASS	
PRR7	Excitatory_neuron	5	5	13	8	0.2107	SMC049	1.0	PRR7-201	PASS	
PRRC2B	Excitatory_neuron	11	7	13	8	0.7911	SMC038	0.4545	PRRC2B-203	FAIL	Jackknife 0.79 ≥ 0.5; Direction 0.45 < 0.6
PRRC2C	Excitatory_neuron	13	8	13	8	0.1931	SMC049	0.5385	PRRC2C-213	FAIL	Direction 0.54 < 0.6
PRRT2	Excitatory_neuron	12	8	13	8	0.6792	SMC038	0.5833	transcript75255.chr16.nic	FAIL	Jackknife 0.68 ≥ 0.5; Direction 0.58 < 0.6
PRSS23	Excitatory_neuron	5	6	13	8	0.8665	SMC049	0.4	PRSS23-201	FAIL	Jackknife 0.87 ≥ 0.5; Direction 0.40 < 0.6
PRUNE1	Excitatory_neuron	6	5	13	8	1.1818	SMC032	0.1667	PRUNE1-204	FAIL	Jackknife 1.18 ≥ 0.5; Direction 0.17 < 0.6
PRUNE2	Excitatory_neuron	11	7	13	8	0.7374	SMC049	0.4545	PRUNE2-202	FAIL	Jackknife 0.74 ≥ 0.5; Direction 0.45 < 0.6
PRXL2B	Excitatory_neuron	9	7	13	8	0.7494	SMC038	0.4444	PRXL2B-205	FAIL	Jackknife 0.75 ≥ 0.5; Direction 0.44 < 0.6
PSD3	Excitatory_neuron	12	8	13	8	1.0979	SMC038	0.5	PSD3-217	FAIL	Jackknife 1.10 ≥ 0.5; Direction 0.50 < 0.6
PSEN1	Excitatory_neuron	12	7	13	8	0.117	SMC038	0.75	PSEN1-232	PASS	
PSEN2	Excitatory_neuron	10	7	13	8	0.2541	SMC049	0.7	PSEN2-211	PASS	
PSIP1	Excitatory_neuron	11	6	13	8	0.6709	SMC032	0.8182	PSIP1-204	FAIL	Jackknife 0.67 ≥ 0.5
PSMA1	Excitatory_neuron	12	7	13	8	0.1198	SMC032	0.9167	PSMA1-207	PASS	
PSMC1	Excitatory_neuron	12	7	13	8	0.4684	SMC049	0.8333	PSMC1-206	PASS	
PSMC2	Excitatory_neuron	6	5	13	8	0.7461	SMC038	0.5	PSMC2-213	FAIL	Jackknife 0.75 ≥ 0.5; Direction 0.50 < 0.6
PSMC4	Excitatory_neuron	12	7	13	8	0.1222	SMC049	0.4167	PSMC4-203	FAIL	Direction 0.42 < 0.6
PSMC5	Excitatory_neuron	10	7	13	8	0.5055	SMC049	0.7	PSMC5-201	FAIL	Jackknife 0.51 ≥ 0.5
PSMD1	Excitatory_neuron	11	8	13	8	0.3953	SMC038	0.8182	PSMD1-201	PASS	
PSMD11	Excitatory_neuron	12	7	13	8	0.2888	SMC049	0.9167	PSMD11-201	PASS	
PSMD13	Excitatory_neuron	12	6	13	8	0.2055	SMC049	0.75	PSMD13-212	PASS	
PSMD14	Excitatory_neuron	9	7	13	8	2.124	SMC049	0.4444	transcript307351.chr2.nic	FAIL	Jackknife 2.12 ≥ 0.5; Direction 0.44 < 0.6
PSMD3	Excitatory_neuron	12	8	13	8	0.3879	SMC049	0.5	PSMD3-201	FAIL	Direction 0.50 < 0.6
PSMD4	Excitatory_neuron	12	8	13	8	0.2469	SMC049	0.5833	PSMD4-202	FAIL	Direction 0.58 < 0.6
PSMD6	Excitatory_neuron	11	7	13	8	0.2707	SMC049	0.8182	PSMD6-203	PASS	
PSMD8	Excitatory_neuron	12	7	13	8	0.4022	SMC049	0.4167	PSMD8-211	FAIL	Direction 0.42 < 0.6
PSME4	Excitatory_neuron	10	6	13	8	0.2823	PO11	1.0	PSME4-202	PASS	
PSMF1	Excitatory_neuron	12	8	13	8	0.4314	SMC049	0.9167	PSMF1-201	PASS	
PSMG2	Excitatory_neuron	10	7	13	8	0.6531	SMC049	0.4	PSMG2-201	FAIL	Jackknife 0.65 ≥ 0.5; Direction 0.40 < 0.6
PSPC1	Excitatory_neuron	10	8	13	8	2.8074	SMC049	0.6	PSPC1-201	FAIL	Jackknife 2.81 ≥ 0.5
PSRC1	Excitatory_neuron	11	6	13	8	0.0701	SMC049	0.9091	PSRC1-202	PASS	
PTAR1	Excitatory_neuron	9	8	13	8	1.2991	PO11	0.1111	PTAR1-202	FAIL	Jackknife 1.30 ≥ 0.5; Direction 0.11 < 0.6
PTBP1	Excitatory_neuron	9	7	13	8	0.7731	SMC049	0.7778	PTBP1-210	FAIL	Jackknife 0.77 ≥ 0.5
PTBP2	Excitatory_neuron	10	8	13	8	0.0243	SMC049	0.9	PTBP2-214	PASS	
PTBP3	Excitatory_neuron	5	7	13	8	0.1249	PO41	0.8	PTBP3-203	PASS	
PTCD1	Excitatory_neuron	11	5	13	8	0.7603	SMC038	0.2727	transcript141283.chr7.nnic	FAIL	Jackknife 0.76 ≥ 0.5; Direction 0.27 < 0.6
PTDSS1	Excitatory_neuron	8	7	13	8	1.1594	SMC038	0.125	PTDSS1-201	FAIL	Jackknife 1.16 ≥ 0.5; Direction 0.12 < 0.6
PTDSS2	Excitatory_neuron	11	7	13	8	0.1729	SMC049	1.0	transcript1587.chr11.nic	PASS	
PTEN	Excitatory_neuron	11	7	13	8	0.4742	SMC049	0.7273	PTEN-201	PASS	
PTGES2	Excitatory_neuron	10	7	13	8	1.3334	SMC049	0.5	PTGES2-202	FAIL	Jackknife 1.33 ≥ 0.5; Direction 0.50 < 0.6
PTGFRN	Excitatory_neuron	10	8	13	8	0.4052	SMC049	0.8	PTGFRN-201	PASS	
PTGR3	Excitatory_neuron	5	8	13	8	0.0877	SMC049	1.0	PTGR3-201	PASS	
PTK2	Excitatory_neuron	11	7	13	8	0.2777	SMC049	0.8182	PTK2-218	PASS	
PTMA	Excitatory_neuron	13	8	13	8	0.1452	SMC049	0.6923	PTMA-202	PASS	
PTN	Excitatory_neuron	11	6	13	8	1.2768	SMC039	0.2727	PTN-203	FAIL	Jackknife 1.28 ≥ 0.5; Direction 0.27 < 0.6
PTOV1	Excitatory_neuron	9	6	13	8	0.0776	SMC039	0.5556	PTOV1-212	FAIL	Direction 0.56 < 0.6
PTP4A2	Excitatory_neuron	8	6	13	8	0.1727	SMC036	0.75	PTP4A2-219	PASS	
PTPDC1	Excitatory_neuron	12	8	13	8	0.8576	SMC043	0.5	PTPDC1-201	FAIL	Jackknife 0.86 ≥ 0.5; Direction 0.50 < 0.6
PTPN1	Excitatory_neuron	6	5	13	8	1.1237	PO28	0.3333	transcript65853.chr20.nic	FAIL	Jackknife 1.12 ≥ 0.5; Direction 0.33 < 0.6
PTPN13	Excitatory_neuron	8	7	13	8	0.0648	PO28	0.875	PTPN13-201	PASS	
PTPN2	Excitatory_neuron	13	8	13	8	0.727	SMC049	0.6923	PTPN2-201	FAIL	Jackknife 0.73 ≥ 0.5
PTPN5	Excitatory_neuron	9	7	13	8	0.9736	SMC038	0.5556	PTPN5-203	FAIL	Jackknife 0.97 ≥ 0.5; Direction 0.56 < 0.6
PTPRA	Excitatory_neuron	12	7	13	8	0.2871	SMC049	0.5833	PTPRA-201	FAIL	Direction 0.58 < 0.6
PTPRB	Excitatory_neuron	8	7	13	8	0.3755	SMC049	0.5	transcript96582.chr12.nic	FAIL	Direction 0.50 < 0.6
PTPRD	Excitatory_neuron	12	8	13	8	0.367	PO28	0.5833	PTPRD-206	FAIL	Direction 0.58 < 0.6
PTPRF	Excitatory_neuron	11	7	13	8	0.9316	PO28	0.4545	PTPRF-212	FAIL	Jackknife 0.93 ≥ 0.5; Direction 0.45 < 0.6
PTPRG	Excitatory_neuron	11	7	13	8	0.1191	PO28	0.8182	PTPRG-203	PASS	
PTPRN2	Excitatory_neuron	11	8	13	8	0.5436	SMC043	0.5455	transcript241489.chr7.nnic	FAIL	Jackknife 0.54 ≥ 0.5; Direction 0.55 < 0.6
PTPRO	Excitatory_neuron	12	8	13	8	0.1015	PO05	0.6667	PTPRO-218	PASS	
PTPRR	Excitatory_neuron	12	8	13	8	0.0631	PO05	0.9167	PTPRR-204	PASS	
PTPRS	Excitatory_neuron	8	8	13	8	1.1845	SMC049	0.75	PTPRS-205	FAIL	Jackknife 1.18 ≥ 0.5
PTPRT	Excitatory_neuron	6	5	13	8	0.3391	SMC049	0.8333	PTPRT-202	PASS	
PTPRU	Excitatory_neuron	8	6	13	8	0.1328	SMC039	0.625	PTPRU-202	PASS	
PUDP	Excitatory_neuron	9	6	13	8	0.338	SMC049	0.6667	PUDP-201	PASS	
PUF60	Excitatory_neuron	11	7	13	8	1.6508	SMC049	0.5455	PUF60-208	FAIL	Jackknife 1.65 ≥ 0.5; Direction 0.55 < 0.6
PUM1	Excitatory_neuron	8	7	13	8	0.0		1.0	PUM1-201	PASS	
PUM2	Excitatory_neuron	12	7	13	8	0.4484	SMC038	0.5	PUM2-210	FAIL	Direction 0.50 < 0.6
PUS1	Excitatory_neuron	7	5	13	8	0.4652	SMC041	0.5714	PUS1-209	FAIL	Direction 0.57 < 0.6
PUS10	Excitatory_neuron	9	6	13	8	0.2241	SMC041	0.8889	transcript78402.chr2.nnic	PASS	
PUS7L	Excitatory_neuron	13	8	13	8	0.698	SMC038	0.3077	PUS7L-208	FAIL	Jackknife 0.70 ≥ 0.5; Direction 0.31 < 0.6
PVR	Excitatory_neuron	10	8	13	8	0.1377	SMC039	0.9	PVR-202	PASS	
PWWP2A	Excitatory_neuron	12	6	13	8	0.5491	SMC049	0.6667	PWWP2A-201	FAIL	Jackknife 0.55 ≥ 0.5
PXDN	Excitatory_neuron	11	7	13	8	0.0954	SMC049	0.6364	PXDN-213	PASS	
PXK	Excitatory_neuron	12	7	13	8	1.0435	PO28	0.1667	PXK-206	FAIL	Jackknife 1.04 ≥ 0.5; Direction 0.17 < 0.6
PYCR3	Excitatory_neuron	9	7	13	8	1.0741	SMC038	0.2222	PYCR3-207	FAIL	Jackknife 1.07 ≥ 0.5; Direction 0.22 < 0.6
QARS1	Excitatory_neuron	7	6	13	8	0.1816	SMC049	0.7143	QARS1-201	PASS	
QDPR	Excitatory_neuron	12	7	13	8	1.0009	SMC049	0.25	QDPR-201	FAIL	Jackknife 1.00 ≥ 0.5; Direction 0.25 < 0.6
QKI	Excitatory_neuron	10	8	13	8	1.1072	SMC049	0.3	QKI-205	FAIL	Jackknife 1.11 ≥ 0.5; Direction 0.30 < 0.6
QRICH1	Excitatory_neuron	9	6	13	8	0.0		1.0	QRICH1-203	PASS	
QTRT2	Excitatory_neuron	6	6	13	8	0.1686	PO05	0.5	QTRT2-201	FAIL	Direction 0.50 < 0.6
R3HCC1L	Excitatory_neuron	8	6	13	8	0.3194	SMC038	0.375	transcript177357.chr10.nnic	FAIL	Direction 0.38 < 0.6
R3HDM1	Excitatory_neuron	13	8	13	8	0.3316	PO28	0.6923	R3HDM1-201	PASS	
RAB11FIP1	Excitatory_neuron	10	6	13	8	0.4725	PO42	0.4	RAB11FIP1-202	FAIL	Direction 0.40 < 0.6
RAB15	Excitatory_neuron	9	6	13	8	0.0361	PO28	0.8889	RAB15-208	PASS	
RAB18	Excitatory_neuron	12	8	13	8	0.5325	SMC049	0.3333	RAB18-208	FAIL	Jackknife 0.53 ≥ 0.5; Direction 0.33 < 0.6
RAB23	Excitatory_neuron	7	4	13	8	0.9312	SMC049	0.2857	transcript72043.chr6.nnic	FAIL	Jackknife 0.93 ≥ 0.5; Direction 0.29 < 0.6
RAB26	Excitatory_neuron	12	8	13	8	0.7345	SMC041	0.5	RAB26-201	FAIL	Jackknife 0.73 ≥ 0.5; Direction 0.50 < 0.6
RAB33B-AS1	Excitatory_neuron	13	8	13	8	0.352	SMC049	0.4615	RAB33B-AS1-205	FAIL	Direction 0.46 < 0.6
RAB37	Excitatory_neuron	7	7	13	8	0.3928	PO11	0.4286	RAB37-201	FAIL	Direction 0.43 < 0.6
RAB3GAP1	Excitatory_neuron	10	6	13	8	0.0258	SMC038	1.0	RAB3GAP1-203	PASS	
RAB3GAP2	Excitatory_neuron	8	6	13	8	0.381	PO28	1.0	RAB3GAP2-202	PASS	
RAB40B	Excitatory_neuron	12	8	13	8	0.7651	SMC049	0.5	RAB40B-206	FAIL	Jackknife 0.77 ≥ 0.5; Direction 0.50 < 0.6
RAB40C	Excitatory_neuron	10	7	13	8	0.5992	SMC041	0.6	transcript1244.chr16.nnic	FAIL	Jackknife 0.60 ≥ 0.5
RAB4A-AS1	Excitatory_neuron	7	6	13	8	0.0		1.0	RAB4A-AS1-204	PASS	
RAB6A	Excitatory_neuron	12	8	13	8	1.5038	SMC049	0.6667	RAB6A-202	FAIL	Jackknife 1.50 ≥ 0.5
RABGAP1	Excitatory_neuron	12	8	13	8	0.3466	PO41	0.5833	RABGAP1-202	FAIL	Direction 0.58 < 0.6
RABGAP1L	Excitatory_neuron	11	8	13	8	0.1246	PO28	0.7273	RABGAP1L-223	PASS	
RABL2B	Excitatory_neuron	10	8	13	8	0.3489	SMC038	0.5	RABL2B-204	FAIL	Direction 0.50 < 0.6
RABL3	Excitatory_neuron	8	4	13	8	0.9418	PO11	0.25	RABL3-201	FAIL	Jackknife 0.94 ≥ 0.5; Direction 0.25 < 0.6
RACK1	Excitatory_neuron	13	8	13	8	0.956	SMC049	0.6154	RACK1-224	FAIL	Jackknife 0.96 ≥ 0.5
RAD17	Excitatory_neuron	7	4	13	8	0.3806	SMC049	0.5714	RAD17-204	FAIL	Direction 0.57 < 0.6
RAD21	Excitatory_neuron	7	7	13	8	0.0623	SMC038	0.8571	RAD21-201	PASS	
RAD23B	Excitatory_neuron	9	6	13	8	0.4264	SMC049	0.8889	transcript182059.chr9.nnic	PASS	
RAD51C	Excitatory_neuron	11	8	13	8	0.4618	SMC049	0.7273	RAD51C-231	PASS	
RADX	Excitatory_neuron	8	5	13	8	0.3194	PO28	0.5	RADX-204	FAIL	Direction 0.50 < 0.6
RAF1	Excitatory_neuron	12	8	13	8	0.9967	SMC036	0.25	RAF1-266	FAIL	Jackknife 1.00 ≥ 0.5; Direction 0.25 < 0.6
RAI14	Excitatory_neuron	8	5	13	8	0.0338	SMC049	0.875	RAI14-201	PASS	
