gene	go_name	score_top	score_bot	score_gap	score_ratio	dtu_top	frac_brain_top	brain_tpm_top	dtu_concordant	top_iso	bot_iso
ZBTB11	Mitochondrion org	0.4852	0.0013	0.4839	383.46	-0.0282	0.4736	2.058	False	ENST00000690651	ENST00000461821
STMN4	Synaptic transmission	0.9601	0.0066	0.9535	146.5	-0.498	0.1048	28.394	False	ENST00000350889	ENST00000519997
PIP4P1	Synaptic transmission	0.5986	0.0701	0.5285	8.54	-0.0732	0.5523	19.0	False	ENST00000398020	ENST00000250489
SV2C	Synaptic transmission	0.4148	0.0141	0.4006	29.36	0.0544	0.9903	3.318	False	ENST00000502798	ENST00000322285
PDZRN3	Synaptic transmission	0.4456	0.0023	0.4432	191.19	0.0118	0.8054	8.966	False	ENST00000466780	ENST00000479530
LRP2BP	Neuron diff	0.4892	0.0759	0.4132	6.44	0.0417	0.4417	2.047	False	ENST00000505916	ENST00000511404
NRXN1	Neuron diff	0.4755	0.0167	0.4588	28.41	-0.0041	0.0	0.0	False	ENST00000401710	ENST00000675235
RELN	Neurotrans. transport	0.4137	0.0071	0.4066	58.18	0.0481	0.0516	0.124	False	ENST00000424685	ENST00000343529
KAT6B	Neuron dev	0.4571	0.0028	0.4543	161.37	0.0004	0.0031	0.017	False	ENST00000647666	ENST00000648828
SERAC1	Synaptic transmission	0.4965	0.0006	0.4959	826.47	-0.0413	0.1982	0.385	False	ENST00000642903	ENST00000642244
CLBA1	Neuron diff	0.502	0.0359	0.4661	13.99	-0.0117	0.4012	0.936	False	ENST00000550614	ENST00000549240
PLEKHM1	Synaptic transmission	0.481	0.0009	0.4801	512.81	-0.0258	0.0	0.0	False	ENST00000700125	ENST00000430334
ZNF148	Neuron diff	0.5464	0.1098	0.4366	4.98	0.0177	0.3251	1.085	False	ENST00000700044	ENST00000471196
CAMTA1	MT-based movement	0.4542	0.0003	0.4539	1463.2	-0.0	0.0	0.0	False	ENST00000476864	ENST00000710284
EPN2	Neuron projection	0.3578	0.0068	0.351	52.62	0.1028	0.1344	2.777	True	ENST00000395626	ENST00000314728
CHN1	Mitochondrion org	0.4884	0.0119	0.4766	41.21	-0.023	0.2446	124.156	False	ENST00000443238	ENST00000650938
MAPK10	Synapse assembly	0.4544	0.0005	0.4539	882.45	-0.0003	0.004	0.354	False	ENST00000641864	ENST00000641537
GRIPAP1	Modulation of syn.trans	0.4702	0.001	0.4692	473.21	-0.0157	0.0051	0.172	False	ENST00000703861	ENST00000703988
ATP13A2	Ca2+ homeostasis	0.3478	0.0084	0.3394	41.3	0.1139	0.1531	7.363	True	ENST00000341676	ENST00000452699
NFE2L2	Synaptic transmission	0.5365	0.005	0.5315	106.56	-0.0783	0.0617	0.348	False	ENST00000699264	ENST00000699304
CAMK2G	MT cytoskeleton org	0.5308	0.1086	0.4222	4.89	0.0306	0.5447	0.991	False	ENST00000680035	ENST00000700396
MCF2	Synapse assembly	0.7666	0.1199	0.6467	6.39	-0.1941	0.0091	0.055	False	ENST00000519895	ENST00000370576
TBC1D3L	Synapse assembly	0.4943	0.01	0.4843	49.36	-0.0321	0.2619	3.015	False	ENST00000612727	ENST00000617678
RBCK1	Neuron diff	0.5982	0.16	0.4382	3.74	0.0139	0.0627	0.685	False	ENST00000353660	ENST00000697805
DLG1	Synaptic transmission	0.4973	0.0005	0.4968	1050.25	-0.0448	0.0738	1.858	False	ENST00000657381	ENST00000666007
REC8	Modulation of syn.trans	0.5173	0.001	0.5163	533.06	-0.0644	0.4194	2.276	False	ENST00000620473	ENST00000611366
XPO1	Proteasome-UPS	0.4811	0.004	0.4771	120.78	-0.0257	0.0088	0.173	False	ENST00000676667	ENST00000677933
SMARCE1	MT cytoskeleton org	0.3204	0.0019	0.3185	171.0	0.1328	0.1328	0.856	True	ENST00000377808	ENST00000643806
RASGRP1	Neuron dev	0.3652	0.0079	0.3573	46.21	0.0936	0.3102	6.482	False	ENST00000558432	ENST00000310803
RAPH1	Neuron projection	0.5479	0.0079	0.54	69.22	-0.0892	0.8028	9.544	False	ENST00000319170	ENST00000439222
DMTN	Modulation of syn.trans	0.4393	0.0005	0.4389	968.45	0.0116	0.1024	18.725	False	ENST00000517305	ENST00000443491
ADGRG1	Neuron projection	0.496	0.0022	0.4938	222.97	-0.0433	0.0099	1.764	False	ENST00000388813	ENST00000672974
SMG8	MT cytoskeleton org	0.549	0.0035	0.5455	154.83	-0.0951	0.5809	0.204	False	ENST00000543872	ENST00000578922
ERLEC1	Neuron dev	0.5051	0.0171	0.4879	29.46	-0.0376	0.0	0.0	False	ENST00000688274	ENST00000690836
MDP1	Neuron projection	0.6614	0.0082	0.6533	81.1	-0.2033	0.7392	5.792	False	ENST00000288087	ENST00000396833
ZNF493	MT-based movement	0.4304	0.0003	0.4301	1386.8	0.0198	0.2211	1.608	False	ENST00000594390	ENST00000355504
KLHL13	MT cytoskeleton org	0.3724	0.0366	0.3359	10.19	0.1137	0.4912	1.951	True	ENST00000469946	ENST00000262820
SPTAN1	Neuron diff	0.4135	0.0612	0.3523	6.75	0.0972	0.6216	92.018	False	ENST00000372739	ENST00000704203
RAD51C	Neuron dev	0.3936	0.0167	0.3769	23.54	0.0723	0.0891	0.608	False	ENST00000697690	ENST00000583539
PPP1R3B	Neuron projection	0.4357	0.0016	0.4341	266.16	0.015	0.9719	2.465	False	ENST00000310455	ENST00000519699
RBM25	Synapse assembly	0.4244	0.0076	0.4168	55.66	0.0322	0.101	3.137	False	ENST00000532192	ENST00000525321
SMN1	Neuron diff	0.5101	0.0447	0.4655	11.41	-0.0166	0.0	0.0	False	ENST00000503079	ENST00000380707
KDM1A	Neuron projection	0.399	0.0117	0.3873	34.21	0.0616	0.1895	0.77	False	ENST00000691682	ENST00000692975
PTPRC	Ca2+ homeostasis	0.6137	0.01	0.6038	61.49	-0.155	0.5788	0.515	False	ENST00000442510	ENST00000367364
TBL1XR1	Mitochondrion org	0.4657	0.0151	0.4506	30.82	-0.0018	0.2466	0.914	False	ENST00000422442	ENST00000352800
PYCR3	Inflammatory response	0.4634	0.0323	0.4311	14.36	0.0177	0.2628	0.671	False	ENST00000495276	ENST00000220966
SGIP1	Axon guidance	0.4496	0.0006	0.4491	814.57	-0.0004	0.0	0.0	False	ENST00000684664	ENST00000682293
RIMS1	Neuron projection	0.4706	0.0052	0.4653	89.82	-0.0166	0.0	0.0	False	ENST00000517433	ENST00000523963
FBXO34	Synapse assembly	0.6494	0.0869	0.5625	7.48	-0.1139	0.1481	0.603	False	ENST00000681904	ENST00000440021
ANK2	Mitochondrion org	0.4498	0.0013	0.4485	355.5	0.0	0.0	0.0	False	ENST00000671756	ENST00000672240
MAPK10	MT cytoskeleton org	0.4527	0.0043	0.4484	105.94	0.0	0.0	0.0	False	ENST00000640970	ENST00000641010
CLBA1	Neuron dev	0.4945	0.0344	0.4601	14.37	-0.0117	0.4012	0.936	False	ENST00000550614	ENST00000549240
TRIM2	Neuron dev	0.4588	0.0135	0.4453	33.93	0.0031	0.0033	0.203	False	ENST00000674847	ENST00000437508
MCPH1	MT cytoskeleton org	0.4416	0.0094	0.4322	47.12	0.0162	0.1191	0.648	False	ENST00000692938	ENST00000685179
ABLIM2	Neuron diff	0.6792	0.0956	0.5837	7.11	-0.1354	0.1685	0.986	False	ENST00000407564	ENST00000361581
RALGAPA1	Neuron diff	0.3676	0.0071	0.3605	52.04	0.0876	0.7609	9.796	False	ENST00000554573	ENST00000307138
FRAS1	Neuron diff	0.4665	0.0191	0.4474	24.38	0.0	1.0	0.08	False	ENST00000682513	ENST00000325942
CCSER1	Modulation of syn.trans	0.7372	0.0244	0.7129	30.26	-0.2657	0.1946	0.214	False	ENST00000432775	ENST00000509176
SOS1	MT cytoskeleton org	0.5757	0.0018	0.5739	326.27	-0.1267	0.5155	7.491	False	ENST00000685279	ENST00000395038
HEPH	Oxidative stress resp	0.419	0.0092	0.4098	45.64	0.0373	0.1402	0.828	False	ENST00000336279	ENST00000519389
ZMYND8	Proteasome-UPS	0.4695	0.0074	0.4621	63.7	-0.0152	0.0	0.0	False	ENST00000461685	ENST00000536340
FGF14	Neuron diff	0.8158	0.1112	0.7046	7.33	-0.2579	0.0472	0.312	False	ENST00000376143	ENST00000418923
KANSL1	Synapse assembly	0.4067	0.0003	0.4064	1257.07	0.0401	0.0656	0.241	False	ENST00000575318	ENST00000574590
NDUFS1	Neuron projection	0.437	0.011	0.4259	39.55	0.0204	0.4666	15.173	False	ENST00000449699	ENST00000423725
MYT1L	Inflammatory response	0.4524	0.0065	0.4459	69.47	0.0003	0.0003	0.011	False	ENST00000648318	ENST00000649313
CARMIL1	Ca2+ signaling	0.5443	0.0253	0.519	21.5	-0.0728	0.5671	5.238	False	ENST00000329474	ENST00000700669
CACNA2D2	Neuron projection	0.3764	0.0045	0.3719	84.24	0.0741	0.7072	2.045	False	ENST00000429770	ENST00000424201
LTO1	Mitochondrion org	0.343	0.0013	0.3417	271.09	0.1043	0.1949	0.828	True	ENST00000538554	ENST00000542341
ATP6AP2	Neuron projection	0.3278	0.0083	0.3195	39.38	0.1262	0.3148	32.943	True	ENST00000378438	ENST00000636287
RAB18	MT cytoskeleton org	0.455	0.0043	0.4508	106.49	-0.0052	0.1083	4.487	False	ENST00000682963	ENST00000683755
MTHFD1	Modulation of syn.trans	0.3273	0.0133	0.314	24.56	0.1316	0.2036	0.287	True	ENST00000554768	ENST00000652509
CHN2	Proteasome-UPS	0.3293	0.0268	0.3024	12.26	0.1431	0.1859	2.797	True	ENST00000467441	ENST00000446446
ZNF599	MT-based movement	0.409	0.0065	0.4025	63.02	0.043	0.3336	1.189	False	ENST00000587354	ENST00000329285
ZNF91	Autophagy	0.4589	0.0354	0.4235	12.98	0.0218	0.7548	2.2	False	ENST00000397082	ENST00000595533
ZC3H12C	Ca2+ homeostasis	0.5048	0.0647	0.4401	7.8	0.005	0.0698	0.448	False	ENST00000528673	ENST00000278590
BPTF	Mitochondrion org	0.4596	0.0013	0.4583	363.21	-0.0132	0.7787	4.324	False	ENST00000581258	ENST00000580465
MEIS3	Neuron diff	0.3165	0.0109	0.3057	29.12	0.1392	0.1992	8.679	True	ENST00000558555	ENST00000441740
RBCK1	Synapse assembly	0.458	0.0269	0.431	17.01	0.0139	0.0627	0.685	False	ENST00000353660	ENST00000697805
SMARCA4	MT cytoskeleton org	0.502	0.0149	0.4871	33.62	-0.0424	0.0	0.0	False	ENST00000646183	ENST00000643208
SLC29A4	Ca2+ signaling	0.3607	0.0091	0.3516	39.79	0.0928	0.3497	2.756	False	ENST00000406453	ENST00000297195
KDM1A	Ca2+ homeostasis	0.484	0.0397	0.4443	12.18	0.0	0.0	0.0	False	ENST00000692056	ENST00000685102
ZNF418	Neuron projection	0.5248	0.0003	0.5245	1974.75	-0.0802	0.1558	0.721	False	ENST00000425570	ENST00000396147
RNH1	Autophagy	0.3777	0.0027	0.375	140.33	0.0692	0.1325	4.269	False	ENST00000438658	ENST00000354420
PDE4D	Neuron dev	0.3392	0.0079	0.3313	42.95	0.1125	0.115	0.663	True	ENST00000317118	ENST00000503258
ZNF606	Modulation of syn.trans	0.5642	0.0244	0.5398	23.16	-0.096	0.8519	1.28	False	ENST00000547828	ENST00000547121
ZSCAN5A	Neuron projection	0.7648	0.1654	0.5993	4.62	-0.1557	0.5121	0.323	False	ENST00000592355	ENST00000391713
KLHL23	Neuron projection	0.6062	0.0979	0.5083	6.19	-0.0648	0.6102	3.168	False	ENST00000437875	ENST00000272797
CCDC32	Neuron projection	0.5402	0.0703	0.4699	7.69	-0.0268	0.8977	0.57	False	ENST00000558871	ENST00000698443
SLC12A1	Synapse assembly	0.3573	0.0402	0.3171	8.89	0.126	1.0	0.046	True	ENST00000646012	ENST00000647546
DUSP11	Proteasome-UPS	0.4796	0.0342	0.4454	14.02	-0.0024	0.0	0.0	False	ENST00000696057	ENST00000443070
NDUFS2	Ca2+ homeostasis	0.6513	0.0179	0.6334	36.35	-0.1908	0.0	0.0	False	ENST00000677550	ENST00000677231
AGAP3	Neuron projection	0.5243	0.0762	0.4481	6.88	-0.0058	0.0131	0.146	False	ENST00000335367	ENST00000479901
UGT8	Neuron diff	0.4724	0.1098	0.3626	4.3	0.0797	0.1812	20.571	False	ENST00000507710	ENST00000310836
ORAI2	Mitochondrion org	0.4556	0.0013	0.4543	360.08	-0.012	0.0388	0.426	False	ENST00000356387	ENST00000495936
EPB41	Neuron dev	0.4537	0.0239	0.4299	19.01	0.012	0.0151	0.069	False	ENST00000648181	ENST00000646260
FMR1	Neuron diff	0.4437	0.011	0.4327	40.43	0.0092	0.0173	0.152	False	ENST00000621447	ENST00000370477
USP54	Axon guidance	0.4369	0.0006	0.4363	757.92	0.0054	0.0237	0.371	False	ENST00000687418	ENST00000422491
PLCH2	Synapse assembly	0.5877	0.0499	0.5378	11.78	-0.0962	0.4308	1.856	False	ENST00000449969	ENST00000378486
STAU2	Neuron projection	0.3953	0.0036	0.3917	108.47	0.0496	0.1871	5.068	False	ENST00000517542	ENST00000521451
SLMAP	Neuron diff	0.4001	0.0006	0.3995	618.45	0.0417	0.0534	0.218	False	ENST00000705628	ENST00000449503
STAT3	Neuron projection	0.4487	0.0071	0.4416	63.04	-0.0005	0.2858	4.12	False	ENST00000404395	ENST00000677152
SNTG1	Neuron projection	0.3997	0.0015	0.3982	273.13	0.0427	0.1184	0.639	False	ENST00000517473	ENST00000644093
OTUD7A	MT cytoskeleton org	0.3859	0.0831	0.3028	4.64	0.138	0.9041	7.442	True	ENST00000307050	ENST00000560598
ROS1	Mitochondrion org	0.3948	0.0425	0.3523	9.28	0.0884	0.3676	0.223	False	ENST00000368508	ENST00000368507
MED24	Neuron diff	0.3844	0.0128	0.3716	30.0	0.0688	0.6265	9.418	False	ENST00000501516	ENST00000394127
RGS7	Neuron diff	0.4635	0.0374	0.4261	12.39	0.0142	0.0142	0.504	False	ENST00000348120	ENST00000440928
CCDC30	Synapse assembly	0.3936	0.0029	0.3907	136.32	0.0494	0.0924	0.199	False	ENST00000664805	ENST00000670292
EXO5	Neurotrans. transport	0.7451	0.0086	0.7365	86.24	-0.2966	0.0	0.0	False	ENST00000432259	ENST00000372703
SLC6A1	Neuron dev	0.3888	0.0135	0.3753	28.76	0.0646	0.0694	1.955	False	ENST00000644314	ENST00000643498
KATNAL2	Neuron projection	0.5103	0.0177	0.4926	28.9	-0.0527	0.0683	0.089	False	ENST00000692939	ENST00000689545
ZFYVE26	Axon guidance	0.4552	0.0226	0.4326	20.16	0.0071	0.2953	0.436	False	ENST00000555452	ENST00000557306
SLC22A15	MT cytoskeleton org	0.4981	0.021	0.4772	23.76	-0.0378	0.1774	1.815	False	ENST00000369502	ENST00000369503
PUF60	Oxidative stress resp	0.3513	0.0078	0.3435	44.9	0.0955	0.1305	1.374	False	ENST00000453551	ENST00000703846
PLEC	Synapse assembly	0.4357	0.0124	0.4234	35.19	0.0156	0.3577	1.905	False	ENST00000527096	ENST00000528025
TRAF3	Synaptic transmission	0.4584	0.0014	0.457	327.14	-0.0181	0.0479	0.212	False	ENST00000699893	ENST00000351691
CLCC1	Neuron diff	0.4436	0.0049	0.4387	90.05	0.0	0.0	0.0	False	ENST00000685497	ENST00000691556
ARAP1	Neuron dev	0.4219	0.0135	0.4084	31.2	0.0299	0.2179	4.631	False	ENST00000393609	ENST00000429686
MBD1	MT-based movement	0.4902	0.0169	0.4733	28.94	-0.0353	0.0182	0.189	False	ENST00000269471	ENST00000705655
PCDHGA4	Proteasome-UPS	0.3248	0.019	0.3058	17.07	0.1315	1.0	5.52	True	ENST00000571252	ENST00000612927
SLC44A3	Neuron diff	0.5168	0.0342	0.4826	15.09	-0.0454	0.0	0.0	False	ENST00000527077	ENST00000529450
RUNX1T1	Neuron projection	0.4031	0.0174	0.3858	23.23	0.051	0.2088	0.049	False	ENST00000520724	ENST00000519847
JOSD2	Neuron dev	0.3935	0.0135	0.3799	29.1	0.0567	0.6175	1.535	False	ENST00000601423	ENST00000595669
RALGAPA1	Neuron dev	0.3629	0.014	0.3489	25.94	0.0876	0.7609	9.796	False	ENST00000554573	ENST00000307138
JOSD2	Neuron diff	0.4894	0.1098	0.3796	4.46	0.0567	0.6175	1.535	False	ENST00000601423	ENST00000595669
PPP1R11	Neuron diff	0.4385	0.0148	0.4237	29.67	0.0125	1.0	0.001	False	ENST00000376772	ENST00000376769
UNC50	Ca2+ homeostasis	0.5753	0.0274	0.5479	21.02	-0.1118	0.1933	0.876	False	ENST00000409347	ENST00000409975
SLMAP	Oxidative stress resp	0.6096	0.0	0.6096	17340.94	-0.1735	0.0	0.0	False	ENST00000705630	ENST00000449503
MAPK10	Neuron diff	0.3558	0.0006	0.3552	573.76	0.0808	0.0973	8.505	False	ENST00000641462	ENST00000641537
PTPN5	Neuron projection	0.3804	0.0061	0.3744	62.82	0.0614	0.3947	22.278	False	ENST00000358540	ENST00000396170
ZNF493	Synapse assembly	0.458	0.0156	0.4424	29.37	-0.0066	0.1623	1.181	False	ENST00000339914	ENST00000355504
TAF6	Neuron diff	0.4547	0.0024	0.4523	191.5	-0.0168	0.0	0.0	False	ENST00000689754	ENST00000693225
AKAP6	Ca2+ homeostasis	0.3308	0.019	0.3119	17.46	0.1231	0.9582	17.556	True	ENST00000557272	ENST00000553547
ARID1A	Neuron dev	0.367	0.019	0.348	19.33	0.0869	0.1201	0.402	False	ENST00000457599	ENST00000430799
PLD4	Synapse assembly	0.6645	0.0403	0.6241	16.47	-0.1892	0.0892	0.886	False	ENST00000649344	ENST00000392593
THADA	Synapse assembly	0.4768	0.0041	0.4726	115.36	-0.0381	0.0	0.0	False	ENST00000402360	ENST00000403856
MEIS2	Mitochondrion org	0.4872	0.0019	0.4853	256.99	-0.051	0.0	0.0	False	ENST00000559085	ENST00000340545
PPFIBP2	Axon guidance	0.6579	0.0043	0.6536	154.0	-0.2193	0.1811	0.449	False	ENST00000684123	ENST00000534552
FANCL	Proteasome-UPS	0.4855	0.0021	0.4834	230.85	-0.0492	0.0	0.0	False	ENST00000446381	ENST00000696418
HEPH	Mitochondrion org	0.3978	0.0013	0.3965	314.38	0.0373	0.1402	0.828	False	ENST00000336279	ENST00000419594
WSB1	Neuron projection	0.4273	0.0145	0.4128	29.42	0.0204	0.054	1.255	False	ENST00000581440	ENST00000348811
DDX24	Neuron diff	0.4028	0.0018	0.401	224.93	0.0321	0.114	0.093	False	ENST00000544005	ENST00000555054
LRRC63	Mitochondrion org	0.3301	0.0046	0.3255	71.74	0.1075	0.6207	0.925	True	ENST00000674837	ENST00000595396
SYBU	MT cytoskeleton org	0.4372	0.0043	0.4329	102.31	0.0	0.0	0.0	False	ENST00000533171	ENST00000408889
WBP2	Modulation of syn.trans	0.4566	0.0014	0.4552	320.75	-0.0223	0.4784	0.906	False	ENST00000591399	ENST00000585462
APEX1	Synaptic transmission	0.3553	0.0021	0.3533	171.46	0.0795	0.8006	82.473	False	ENST00000216714	ENST00000398030
APBB2	Proteasome-UPS	0.4212	0.0126	0.4086	33.47	0.0235	0.062	1.362	False	ENST00000509446	ENST00000513140
COQ8B	Neuron projection	0.7246	0.0124	0.7123	58.55	-0.2802	0.2205	0.281	False	ENST00000677018	ENST00000678404
SRRM1	Neuron dev	0.4768	0.049	0.4279	9.74	0.0041	0.0204	0.305	False	ENST00000596378	ENST00000705662
PIGW	Ca2+ signaling	0.4168	0.0126	0.4041	32.95	0.0279	0.7265	1.629	False	ENST00000620233	ENST00000614443
CSPP1	Modulation of syn.trans	0.4458	0.0003	0.4455	1311.39	-0.0136	0.0	0.0	False	ENST00000678616	ENST00000676882
STMN4	Modulation of syn.trans	0.954	0.0244	0.9297	39.16	-0.498	0.1048	28.394	False	ENST00000350889	ENST00000519614
MMP28	Neuron projection	0.5423	0.0694	0.4729	7.81	-0.0413	0.8418	4.373	False	ENST00000605424	ENST00000612672
ST6GAL2	MT cytoskeleton org	0.3967	0.0388	0.3578	10.22	0.0736	0.1681	2.49	False	ENST00000361686	ENST00000409382
FBXO11	MT cytoskeleton org	0.4133	0.0488	0.3645	8.47	0.0668	0.2865	1.498	False	ENST00000493962	ENST00000683894
ANKRD42	Neuron projection	0.4954	0.0161	0.4792	30.7	-0.048	0.0352	0.163	False	ENST00000393392	ENST00000526731
SOHLH1	Neuron projection	0.4994	0.1203	0.3791	4.15	0.0519	0.1146	0.373	False	ENST00000298466	ENST00000425225
MASP1	Proteasome-UPS	0.5152	0.0026	0.5126	198.23	-0.0817	0.6082	20.378	False	ENST00000296280	ENST00000169293
STMN4	Synapse assembly	0.9445	0.0156	0.9289	60.57	-0.498	0.1048	28.394	False	ENST00000350889	ENST00000519614
TBC1D3L	TOR signaling	0.4905	0.092	0.3985	5.33	0.0321	0.7381	8.499	False	ENST00000617678	ENST00000612727
HPS5	Neuron projection	0.4743	0.0028	0.4715	167.19	-0.0411	0.4041	2.043	False	ENST00000349215	ENST00000396253
KAT7	Neuron projection	0.3916	0.0694	0.3222	5.64	0.1081	0.4479	0.29	True	ENST00000706513	ENST00000706629
DCTN1	Ca2+ signaling	0.4928	0.0024	0.4904	201.58	-0.0605	0.6556	10.442	False	ENST00000409567	ENST00000361874
NOL8	Mitochondrion org	0.4328	0.0013	0.4315	342.02	-0.0017	0.0	0.0	False	ENST00000358855	ENST00000442668
CAMK2B	MT cytoskeleton org	0.4022	0.0038	0.3984	106.88	0.0314	0.0643	1.822	False	ENST00000700285	ENST00000258682
ZNF497	Neuron dev	0.5723	0.1461	0.4262	3.92	0.0034	0.9948	3.461	False	ENST00000311044	ENST00000425453
ADCY3	MT cytoskeleton org	0.423	0.0009	0.4221	466.63	0.0072	0.3843	9.967	False	ENST00000405392	ENST00000606682
PHTF1	Synaptic transmission	0.3095	0.0028	0.3067	111.19	0.1224	0.3947	0.587	True	ENST00000357783	ENST00000412670
ENTREP3	Neuron diff	0.4674	0.1098	0.3576	4.26	0.0715	0.9291	2.826	False	ENST00000361361	ENST00000350210
SKP1	MT-based movement	0.3665	0.0502	0.3164	7.31	0.1125	0.2486	16.056	True	ENST00000522552	ENST00000521216
HPS5	Synapse assembly	0.4715	0.0015	0.47	322.38	-0.0411	0.4041	2.043	False	ENST00000349215	ENST00000531848
SEC16B	Proteasome-UPS	0.3321	0.0032	0.3289	103.2	0.0999	0.1671	0.473	False	ENST00000464631	ENST00000308284
DIPK1C	MT-based movement	0.5019	0.0145	0.4874	34.53	-0.059	0.6197	17.27	False	ENST00000400291	ENST00000343998
SYNE1	Neuron diff	0.315	0.0106	0.3043	29.63	0.1235	0.1293	3.925	True	ENST00000495090	ENST00000610489
TAF15	Synapse assembly	0.4552	0.0157	0.4395	29.0	-0.0118	0.0249	2.107	False	ENST00000604841	ENST00000605844
EFCAB6	Neuron projection	0.4092	0.0694	0.3398	5.9	0.0879	0.458	0.39	False	ENST00000262726	ENST00000396231
MYT1L	Ca2+ homeostasis	0.4335	0.0065	0.427	67.01	0.0003	0.0003	0.011	False	ENST00000648318	ENST00000648627
CTNND2	MT cytoskeleton org	0.3563	0.0334	0.323	10.68	0.1043	0.1243	12.882	True	ENST00000511377	ENST00000304623
MARK1	Neuron projection	0.8215	0.2511	0.5704	3.27	-0.1433	0.0	0.0	False	ENST00000366918	ENST00000402574
RALYL	Neuron projection	0.4004	0.0083	0.392	47.98	0.035	0.2158	4.667	False	ENST00000521268	ENST00000518566
SHROOM2	TOR signaling	0.3623	0.0395	0.3228	9.18	0.104	0.1338	1.524	True	ENST00000452575	ENST00000418909
KDM1A	Oxidative stress resp	0.3418	0.016	0.3258	21.35	0.1007	0.3478	1.413	True	ENST00000691404	ENST00000692975
PHTF1	Inflammatory response	0.4334	0.1293	0.3041	3.35	0.1224	0.3947	0.587	True	ENST00000357783	ENST00000412670
RNH1	Ca2+ homeostasis	0.3414	0.0121	0.3293	28.23	0.0969	0.2592	8.349	False	ENST00000397615	ENST00000397614
GABRA2	Proteasome-UPS	0.3929	0.019	0.3739	20.65	0.0522	0.2026	11.826	False	ENST00000514090	ENST00000381620
RPL38	Neuron projection	0.4485	0.0109	0.4376	41.08	-0.012	0.0893	31.769	False	ENST00000311111	ENST00000439590
UBC	Neuron dev	0.3919	0.0385	0.3533	10.17	0.072	1.0	10.017	False	ENST00000538617	ENST00000542416
ZNF493	MT cytoskeleton org	0.4098	0.0043	0.4055	95.91	0.0198	0.2211	1.608	False	ENST00000594390	ENST00000355504
LRBA	Neuron diff	0.4739	0.0422	0.4316	11.22	-0.0066	0.016	0.037	False	ENST00000507224	ENST00000503716
KAT6B	Neuron projection	0.3155	0.0094	0.3061	33.66	0.1189	0.1795	1.007	True	ENST00000372725	ENST00000647637
NMD3	Proteasome-UPS	0.3339	0.0234	0.3105	14.26	0.114	0.6113	3.838	True	ENST00000460469	ENST00000472947
TNPO2	Ca2+ signaling	0.4706	0.0214	0.4492	21.95	-0.0248	0.474	3.265	False	ENST00000592287	ENST00000588216
MYCBP2	Neuron dev	0.4298	0.0035	0.4263	121.85	-0.0021	0.0	0.001	False	ENST00000695081	ENST00000684354
CPEB1	Neuron diff	0.4541	0.0171	0.437	26.62	-0.0129	0.0	0.0	False	ENST00000611163	ENST00000614918
PTHLH	Mitochondrion org	0.3047	0.0013	0.3035	240.84	0.1205	0.21	1.134	True	ENST00000535992	ENST00000201015
NBAS	MT cytoskeleton org	0.583	0.0075	0.5754	77.27	-0.1515	0.5124	0.136	False	ENST00000700061	ENST00000700069
PMS2	Proteasome-UPS	0.4274	0.0073	0.4202	58.93	0.0034	0.0421	0.521	False	ENST00000699766	ENST00000265849
PLEC	Neuron projection	0.426	0.0181	0.408	23.6	0.0156	0.3577	1.905	False	ENST00000527096	ENST00000322810
SAMD12	Neuron dev	0.4962	0.0034	0.4928	144.22	-0.0693	0.2214	2.871	False	ENST00000524796	ENST00000314727
RDH13	Neuron dev	0.4397	0.0135	0.4261	32.52	-0.0027	0.0	0.0	False	ENST00000610356	ENST00000415061
SAMD4A	Oxidative stress resp	0.4607	0.1016	0.3592	4.54	0.0641	0.7009	9.967	False	ENST00000251091	ENST00000554335
CSNK1E	Axon guidance	0.4185	0.0458	0.3728	9.14	0.0502	0.7796	71.785	False	ENST00000359867	ENST00000612795
PRPF40A	MT cytoskeleton org	0.4456	0.0424	0.4032	10.51	0.0197	0.1259	3.01	False	ENST00000493468	ENST00000696382
IRF9	Neuron dev	0.4464	0.0164	0.43	27.19	-0.0071	0.0072	0.135	False	ENST00000699015	ENST00000396864
SEMA6D	Synapse assembly	0.4373	0.0008	0.4365	515.56	-0.0136	0.3219	0.997	False	ENST00000358066	ENST00000389425
TJAP1	MT cytoskeleton org	0.3821	0.0043	0.3778	89.42	0.045	0.0489	0.597	False	ENST00000438588	ENST00000454762
TBC1D7	MT cytoskeleton org	0.4615	0.0145	0.447	31.75	-0.0243	0.3437	0.909	False	ENST00000606214	ENST00000422136
SYT16	Oxidative stress resp	0.6547	0.0153	0.6395	42.87	-0.2168	0.5067	7.949	False	ENST00000568344	ENST00000683842
