nm_id	enst_id	gene_name	source
NM_001351544	ENST00000870673	CCDC138	biomart
NM_001351545	ENST00000295124	CCDC138	biomart
NM_001351546	ENST00000706431	TLE4	biomart
NM_001351547	ENST00000706431	TLE4	biomart
NM_001351548	ENST00000870673	CCDC138	biomart
NM_001351549	ENST00000870672	CCDC138	biomart
NM_001351550	ENST00000965888	TLE4	biomart
NM_001351551	ENST00000870672	CCDC138	biomart
NM_001351552	ENST00000965888	TLE4	biomart
NM_001351553	ENST00000412964	CCDC138	biomart
NM_001351554	ENST00000412964	CCDC138	biomart
NM_001351555	ENST00000412964	CCDC138	biomart
NM_001351556	ENST00000706431	TLE4	biomart
NM_001351557	ENST00000412964	CCDC138	biomart
NM_001351558	ENST00000265284	TLE4	biomart
NM_001351559	ENST00000925778	CCDC138	biomart
NM_001351560	ENST00000706431	TLE4	biomart
NM_001351561	ENST00000925778	CCDC138	biomart
NM_001351562	ENST00000265284	TLE4	biomart
NM_001351563	ENST00000706431	TLE4	biomart
NM_001351564	ENST00000376544	TLE4	biomart
NM_001351565	ENST00000958376	CCDC138	biomart
NM_001351566	ENST00000229913	KIF6	biomart
NM_001351567	ENST00000463569	CDC14B	biomart
NM_001351568	ENST00000481149	CDC14B	biomart
NM_001351569	ENST00000481149	CDC14B	biomart
NM_001351570	ENST00000481149	CDC14B	biomart
NM_001351571	ENST00000358399	GDA	biomart
NM_001351572	ENST00000238018	GDA	biomart
NM_001351573	ENST00000238018	GDA	biomart
NM_001351574	ENST00000636125	EXOC1L	MANE
NM_001351575	ENST00000636125	EXOC1L	biomart
NM_001351576	ENST00000636229	CCDC196	MANE
NM_001351589	ENST00000563710	C13orf42	MANE
NM_001351590	ENST00000457277	CFLAR	biomart
NM_001351591	ENST00000440180	CFLAR	biomart
NM_001351592	ENST00000440180	CFLAR	biomart
NM_001351593	ENST00000443227	CFLAR	biomart
NM_001351594	ENST00000443227	CFLAR	biomart
NM_001352	ENST00000222122	DBP	MANE
NM_001353	ENST00000380872	AKR1C1	MANE
NM_001354	ENST00000380753	AKR1C2	biomart
NM_001355	ENST00000615721	DDT	biomart
NM_001360	ENST00000355527	DHCR7	MANE
NM_001361	ENST00000219240	DHODH	MANE
NM_001363	ENST00000369550	DKC1	MANE
NM_001364	ENST00000398309	DLG2	biomart
NM_001365	ENST00000648172	DLG4	MANE
NM_001369	ENST00000265104	DNAH5	MANE
NM_001370	ENST00000389394	DNAH6	MANE
NM_001372	ENST00000262442	DNAH9	MANE
NM_001373			unmapped
NM_001374	ENST00000320700	DNASE1L2	MANE
NM_001375	ENST00000222219	DNASE2	MANE
NM_001376	ENST00000360184	DYNC1H1	MANE
NM_001377	ENST00000375735	DYNC2H1	MANE
NM_001379	ENST00000340748	DNMT1	biomart
NM_001380	ENST00000280333	DOCK1	biomart
NM_001381	ENST00000233668	DOK1	MANE
NM_001382	ENST00000354202	DPAGT1	MANE
NM_001383	ENST00000263083	DPH1	MANE
NM_001384	ENST00000255108	DPH2	MANE
NM_001385	ENST00000351513	DPYS	MANE
NM_001386	ENST00000311151	DPYSL2	biomart
NM_001387	ENST00000398514	DPYSL3	biomart
NM_001388	ENST00000225729	DRG2	MANE
NM_001389	ENST00000400454	DSCAM	MANE
NM_001390	ENST00000399113	DTNA	biomart
NM_001391	ENST00000348997	DTNA	biomart
NM_001392	ENST00000315456	DTNA	biomart
NM_001393	ENST00000344604	ECM2	MANE
NM_001394	ENST00000240100	DUSP4	MANE
NM_001395	ENST00000370167	DUSP9	biomart
NM_001396	ENST00000865098	DYRK1A	biomart
NM_001399	ENST00000374552	EDA	MANE
NM_001401	ENST00000358883	LPAR1	biomart
NM_001402	ENST00000309268	EEF1A1	MANE
NM_001404	ENST00000329251	EEF1G	MANE
NM_001405	ENST00000215368	EFNA2	MANE
NM_001406	ENST00000226091	EFNB3	MANE
NM_001407	ENST00000164024	CELSR3	MANE
NM_001408	ENST00000271332	CELSR2	MANE
NM_001409	ENST00000356575	MEGF6	MANE
NM_001410	ENST00000334370	MEGF8	biomart
NM_001414	ENST00000424014	EIF2B1	MANE
NM_001415	ENST00000253039	EIF2S3	MANE
NM_001417	ENST00000262056	EIF4B	MANE
NM_001418	ENST00000339995	EIF4G2	MANE
NM_001421	ENST00000308167	ELF4	MANE
NM_001422	ENST00000257832	ELF5	MANE
NM_001423	ENST00000256951	EMP1	MANE
NM_001424	ENST00000359543	EMP2	MANE
NM_001425	ENST00000270221	EMP3	MANE
NM_001426	ENST00000295206	EN1	MANE
NM_001427	ENST00000297375	EN2	MANE
NM_001429	ENST00000263253	EP300	MANE
NM_001430	ENST00000263734	EPAS1	MANE
NM_001433	ENST00000433197	ERN1	MANE
NM_001437	ENST00000341099	ESR2	MANE
NM_001438	ENST00000408911	ESRRG	MANE
NM_001439	ENST00000370113	EXTL2	biomart
NM_001440	ENST00000220562	EXTL3	MANE
NM_001442	ENST00000256104	FABP4	MANE
NM_001443	ENST00000295834	FABP1	MANE
NM_001444	ENST00000297258	FABP5	MANE
NM_001445	ENST00000402432	FABP6	MANE
NM_001446	ENST00000368444	FABP7	MANE
NM_001447	ENST00000261800	FAT2	MANE
NM_001448	ENST00000370828	GPC4	MANE
NM_001449	ENST00000651929	FHL1	biomart
NM_001450	ENST00000393353	FHL2	biomart
NM_001456	ENST00000360319	FLNA	biomart
NM_001457	ENST00000295956	FLNB	MANE
NM_001458	ENST00000325888	FLNC	MANE
NM_001459	ENST00000597551	FLT3LG	MANE
NM_001463	ENST00000295113	FRZB	MANE
NM_001464	ENST00000265708	ADAM2	MANE
NM_001465	ENST00000512982	FYB1	MANE
NM_001466	ENST00000315323	FZD2	MANE
NM_001467	ENST00000710542	SLC37A4	biomart
NM_001469	ENST00000360079	XRCC6	MANE
NM_001470	ENST00000377034	GABBR1	MANE
NM_001478	ENST00000341156	B4GALNT1	MANE
NM_001481	ENST00000268699	DRC4	MANE
NM_001482	ENST00000396659	GATM	MANE
NM_001483	ENST00000322090	NIPSNAP2	MANE
NM_001486	ENST00000264717	GCKR	MANE
NM_001487	ENST00000548925	BLOC1S1	MANE
NM_001488	ENST00000622522	TADA2A	biomart
NM_001489	ENST00000416460	NR6A1	biomart
NM_001492	ENST00000247005	GDF1	MANE
NM_001493	ENST00000447750	GDI1	MANE
NM_001494	ENST00000380191	GDI2	MANE
NM_001495	ENST00000524240	GFRA2	MANE
NM_001496	ENST00000274721	GFRA3	MANE
NM_001497	ENST00000379731	B4GALT1	MANE
NM_001498	ENST00000650454	GCLC	MANE
NM_001499	ENST00000372770	GLE1	biomart
NM_001500	ENST00000380815	GMDS	MANE
NM_001501	ENST00000245983	GNRH2	biomart
NM_001502	ENST00000302555	GP2	MANE
NM_001503	ENST00000230036	GPLD1	MANE
NM_001504	ENST00000373693	CXCR3	MANE
NM_001505	ENST00000297469	GPER1	biomart
NM_001506	ENST00000270590	GPR32	MANE
NM_001508	ENST00000329321	GPR39	MANE
NM_001509	ENST00000412168	GPX5	MANE
NM_001510	ENST00000282020	GRID2	MANE
NM_001515	ENST00000274400	GTF2H2	MANE
NM_001516	ENST00000543341	GTF2H3	MANE
NM_001517	ENST00000259895	GTF2H4	MANE
NM_001518	ENST00000620879	GTF2I	biomart
NM_001520	ENST00000356183	GTF3C1	MANE
NM_001521	ENST00000872597	GTF3C2	biomart
NM_001522	ENST00000218006	GUCY2F	MANE
NM_001524	ENST00000293330	HCRT	MANE
NM_001525	ENST00000403528	HCRTR1	MANE
NM_001526	ENST00000615358	HCRTR2	biomart
NM_001530	ENST00000337138	HIF1A	MANE
NM_001532	ENST00000357440	SLC29A2	MANE
NM_001533	ENST00000221419	HNRNPL	MANE
NM_001536	ENST00000454376	PRMT1	MANE
NM_001537	ENST00000433866	HSBP1	MANE
NM_001538	ENST00000584272	HSF4	biomart
NM_001540	ENST00000248553	HSPB1	MANE
NM_001541	ENST00000304298	HSPB2	MANE
NM_001542	ENST00000369483	IGSF3	biomart
NM_001543	ENST00000261797	NDST1	MANE
NM_001544	ENST00000380770	ICAM4	MANE
NM_001545	ENST00000301585	MRPL58	MANE
NM_001546	ENST00000378700	ID4	MANE
NM_001547	ENST00000371826	IFIT2	MANE
NM_001548	ENST00000371804	IFIT1	MANE
NM_001549	ENST00000371818	IFIT3	MANE
NM_001550	ENST00000403825	IFRD1	MANE
NM_001551	ENST00000356413	IGBP1	MANE
NM_001554	ENST00000451137	CCN1	MANE
NM_001557	ENST00000318507	CXCR2	MANE
NM_001559	ENST00000674203	IL12RB2	biomart
NM_001560	ENST00000371666	IL13RA1	MANE
NM_001562	ENST00000280357	IL18	MANE
NM_001563	ENST00000369950	IMPG1	MANE
NM_001564	ENST00000302327	ING2	MANE
NM_001565	ENST00000306602	CXCL10	MANE
NM_001568	ENST00000220849	EIF3E	MANE
NM_001569	ENST00000369980	IRAK1	MANE
NM_001570	ENST00000256458	IRAK2	MANE
NM_001571	ENST00000377139	IRF3	MANE
NM_001572	ENST00000525445	IRF7	MANE
NM_001584	ENST00000358117	MPPED2	MANE
NM_001586	ENST00000617225	TEX28	MANE
NM_001604	ENST00000640368	PAX6	biomart
NM_001605	ENST00000261772	AARS1	MANE
NM_001606	ENST00000341511	ABCA2	MANE
NM_001610	ENST00000672073	ACP2	MANE
NM_001611	ENST00000648477	ACP5	MANE
NM_001612	ENST00000533904	ACRV1	MANE
NM_001616	ENST00000241416	ACVR2A	MANE
NM_001618	ENST00000366794	PARP1	MANE
NM_001619	ENST00000308595	GRK2	MANE
NM_001620	ENST00000378024	AHNAK	MANE
NM_001621	ENST00000242057	AHR	MANE
NM_001622	ENST00000411641	AHSG	MANE
NM_001623	ENST00000376059	AIF1	MANE
NM_001624	ENST00000633556	CRYBG1	biomart
NM_001625	ENST00000672715	AK2	MANE
NM_001626	ENST00000392038	AKT2	MANE
NM_001627	ENST00000306107	ALCAM	MANE
NM_001628	ENST00000285930	AKR1B1	MANE
NM_001629	ENST00000380490	ALOX5AP	MANE
NM_001633	ENST00000265132	AMBP	MANE
NM_001634	ENST00000368885	AMD1	MANE
NM_001635	ENST00000356264	AMPH	MANE
NM_001636	ENST00000381401	SLC25A6	MANE
NM_001637	ENST00000617537	AOAH	MANE
NM_001638	ENST00000398189	APOF	MANE
NM_001639	ENST00000255040	APCS	MANE
NM_001640	ENST00000296456	APEH	MANE
NM_001641	ENST00000216714	APEX1	MANE
NM_001642	ENST00000263574	APLP2	biomart
NM_001643	ENST00000367990	APOA2	MANE
NM_001644	ENST00000229304	APOBEC1	MANE
NM_001645	ENST00000592535	APOC1	MANE
NM_001646	ENST00000592954	APOC4	MANE
NM_001649	ENST00000380913	SHROOM2	MANE
NM_001650	ENST00000383168	AQP4	MANE
NM_001651	ENST00000293599	AQP5	MANE
NM_001652	ENST00000315520	AQP6	MANE
NM_001654	ENST00000377045	ARAF	MANE
NM_001655	ENST00000264028	ARCN1	MANE
NM_001656	ENST00000231524	TRIM23	MANE
NM_001657	ENST00000395748	AREG	MANE
NM_001658	ENST00000272102	ARF1	MANE
NM_001659	ENST00000256682	ARF3	MANE
NM_001660	ENST00000303436	ARF4	MANE
NM_001661	ENST00000320033	ARL4D	MANE
NM_001662	ENST00000000233	ARF5	MANE
NM_001663	ENST00000298316	ARF6	MANE
NM_001664	ENST00000418115	RHOA	MANE
NM_001665	ENST00000351018	RHOG	MANE
NM_001666	ENST00000350060	ARHGAP4	MANE
NM_001667	ENST00000246747	ARL2	MANE
NM_001668	ENST00000358595	ARNT	MANE
NM_001670	ENST00000263207	ARVCF	MANE
NM_001672	ENST00000374954	ASIP	MANE
NM_001673	ENST00000394308	ASNS	MANE
NM_001674	ENST00000341491	ATF3	MANE
NM_001675	ENST00000337304	ATF4	biomart
NM_001677	ENST00000367815	ATP1B1	MANE
NM_001678	ENST00000250111	ATP1B2	MANE
NM_001679	ENST00000286371	ATP1B3	MANE
NM_001680	ENST00000292079	FXYD2	MANE
NM_001685	ENST00000924760	ATP5PF	biomart
NM_001686	ENST00000262030	ATP5F1B	MANE
NM_001687	ENST00000215375	ATP5F1D	MANE
NM_001688	ENST00000369722	ATP5PB	MANE
NM_001689	ENST00000284727	ATP5MC3	MANE
NM_001690	ENST00000273398	ATP6V1A	MANE
NM_001694	ENST00000330398	ATP6V0C	MANE
NM_001695	ENST00000518738	ATP6V1C1	MANE
NM_001696	ENST00000253413	ATP6V1E1	MANE
NM_001697	ENST00000290299	ATP5PO	MANE
NM_001699	ENST00000359092	AXL	biomart
NM_001701	ENST00000259407	BAAT	MANE
NM_001702	ENST00000517894	ADGRB1	MANE
NM_001704	ENST00000370598	ADGRB3	MANE
NM_001706	ENST00000406870	BCL6	MANE
NM_001707	ENST00000223368	BCL7B	MANE
NM_001708			unmapped
NM_001709	ENST00000356660	BDNF	MANE
NM_001711	ENST00000331595	BGN	MANE
NM_001712	ENST00000161559	CEACAM1	MANE
NM_001714	ENST00000652176	BICD1	MANE
NM_001715	ENST00000259089	BLK	MANE
NM_001716	ENST00000292174	CXCR5	MANE
NM_001717	ENST00000345382	BNC1	MANE
NM_001720	ENST00000372827	BMP8B	MANE
NM_001721	ENST00000342014	BMX	biomart
NM_001722	ENST00000306433	POLR3D	MANE
NM_001723	ENST00000370765	DST	MANE
NM_001724	ENST00000344924	BPGM	MANE
NM_001725	ENST00000642449	BPI	MANE
NM_001726	ENST00000402388	BRDT	biomart
NM_001727	ENST00000370648	BRS3	MANE
NM_001728	ENST00000333511	BSG	MANE
NM_001729	ENST00000395743	BTC	MANE
NM_001730	ENST00000377687	KLF5	MANE
NM_001732	ENST00000684113	BTN1A1	MANE
NM_001735	ENST00000223642	C5	MANE
NM_001736	ENST00000355085	C5AR1	MANE
NM_001737	ENST00000263408	C9	MANE
NM_001738	ENST00000523953	CA1	biomart
NM_001739	ENST00000649794	CA5A	MANE
NM_001740	ENST00000302628	CALB2	MANE
NM_001741	ENST00000331587	CALCA	MANE
NM_001742	ENST00000426151	CALCR	MANE
NM_001743	ENST00000272298	CALM2	MANE
NM_001744	ENST00000282356	CAMK4	MANE
NM_001745	ENST00000297156	CAMLG	MANE
NM_001746	ENST00000247461	CANX	MANE
NM_001748	ENST00000295006	CAPN2	MANE
NM_001749	ENST00000246533	CAPNS1	MANE
NM_001750	ENST00000675179	CAST	MANE
NM_001752	ENST00000241052	CAT	MANE
NM_001753	ENST00000341049	CAV1	MANE
NM_001754	ENST00000675419	RUNX1	MANE
NM_001755	ENST00000290858	CBFB	biomart
NM_001762	ENST00000275603	CCT6A	MANE
NM_001763	ENST00000289429	CD1A	MANE
NM_001764	ENST00000368168	CD1B	MANE
NM_001765	ENST00000368170	CD1C	MANE
NM_001766	ENST00000673723	CD1D	biomart
NM_001767	ENST00000369478	CD2	MANE
NM_001768	ENST00000283635	CD8A	MANE
NM_001769	ENST00000009180	CD9	MANE
NM_001770	ENST00000538922	CD19	MANE
NM_001771	ENST00000085219	CD22	MANE
NM_001773	ENST00000356522	CD34	biomart
NM_001774	ENST00000323906	CD37	MANE
NM_001775	ENST00000226279	CD38	MANE
NM_001777	ENST00000361309	CD47	MANE
NM_001778	ENST00000368046	CD48	MANE
NM_001779	ENST00000369489	CD58	MANE
NM_001780	ENST00000257857	CD63	MANE
NM_001781	ENST00000228434	CD69	MANE
NM_001782	ENST00000259633	CD72	MANE
NM_001783	ENST00000221972	CD79A	MANE
NM_001784	ENST00000877689	ADGRE5	biomart
NM_001785	ENST00000375071	CDA	MANE
NM_001787	ENST00000407249	CDK11B	biomart
NM_001788	ENST00000350320	SEPTIN7	MANE
NM_001789	ENST00000302506	CDC25A	MANE
NM_001790	ENST00000323760	CDC25C	MANE
NM_001791	ENST00000656825	CDC42	MANE
NM_001792	ENST00000269141	CDH2	MANE
NM_001793	ENST00000264012	CDH3	MANE
NM_001794	ENST00000614565	CDH4	MANE
NM_001795	ENST00000341529	CDH5	MANE
NM_001796	ENST00000577390	CDH8	MANE
NM_001797	ENST00000268603	CDH11	MANE
NM_001798	ENST00000266970	CDK2	MANE
NM_001799	ENST00000256443	CDK7	MANE
NM_001800	ENST00000393599	CDKN2D	MANE
NM_001801	ENST00000250535	CDO1	MANE
NM_001802	ENST00000268383	CDR2	MANE
NM_001803	ENST00000374213	CD52	MANE
NM_001805	ENST00000206513	CEBPE	MANE
NM_001806	ENST00000284000	CEBPG	MANE
NM_001807	ENST00000372080	CEL	MANE
NM_001810	ENST00000379751	CENPB	MANE
NM_001812	ENST00000273853	CENPC	MANE
NM_001813	ENST00000265148	CENPE	MANE
NM_001815	ENST00000357396	CEACAM3	MANE
NM_001816	ENST00000244336	CEACAM8	MANE
NM_001817	ENST00000221954	CEACAM4	MANE
NM_001818	ENST00000263126	AKR1C4	MANE
NM_001819	ENST00000378961	CHGB	MANE
NM_001821	ENST00000366553	CHML	biomart
NM_001822	ENST00000409900	CHN1	MANE
NM_001823	ENST00000348956	CKB	MANE
NM_001824	ENST00000221476	CKM	MANE
NM_001825	ENST00000953987	CKMT2	biomart
NM_001831	ENST00000316403	CLU	MANE
NM_001832	ENST00000259938	CLPS	MANE
NM_001835	ENST00000621271	CLTCL1	biomart
NM_001837	ENST00000395940	CCR3	biomart
NM_001838	ENST00000246657	CCR7	MANE
NM_001839	ENST00000370206	CNN3	MANE
NM_001842	ENST00000351266	CNTFR	biomart
NM_001843	ENST00000551295	CNTN1	MANE
NM_001844	ENST00000380518	COL2A1	MANE
NM_001845	ENST00000375820	COL4A1	MANE
NM_001846	ENST00000360467	COL4A2	MANE
NM_001847	ENST00000372216	COL4A6	biomart
NM_001848	ENST00000361866	COL6A1	MANE
NM_001849	ENST00000300527	COL6A2	MANE
NM_001850	ENST00000261037	COL8A1	biomart
NM_001851	ENST00000357250	COL9A1	MANE
NM_001852	ENST00000372748	COL9A2	MANE
NM_001853	ENST00000649368	COL9A3	MANE
NM_001854	ENST00000370096	COL11A1	MANE
NM_001855	ENST00000375001	COL15A1	MANE
NM_001856	ENST00000373672	COL16A1	MANE
NM_001859	ENST00000374212	SLC31A1	MANE
NM_001860	ENST00000259392	SLC31A2	MANE
NM_001863	ENST00000649813	COX6B1	MANE
NM_001864	ENST00000292907	COX7A1	MANE
NM_001865	ENST00000684430	COX7A2	biomart
NM_001866	ENST00000650309	COX7B	MANE
NM_001867	ENST00000247655	COX7C	MANE
NM_001868	ENST00000011292	CPA1	MANE
NM_001869	ENST00000222481	CPA2	MANE
NM_001870	ENST00000296046	CPA3	MANE
NM_001871	ENST00000282957	CPB1	MANE
NM_001872	ENST00000181383	CPB2	MANE
NM_001873	ENST00000402744	CPE	MANE
NM_001874	ENST00000338356	CPM	biomart
NM_001875	ENST00000233072	CPS1	MANE
NM_001877	ENST00000367058	CR2	biomart
NM_001878	ENST00000368222	CRABP2	MANE
NM_001880	ENST00000264110	ATF2	MANE
NM_001881	ENST00000374726	CREM	biomart
NM_001882	ENST00000274368	CRHBP	MANE
NM_001883	ENST00000471646	CRHR2	MANE
NM_001884	ENST00000274341	HAPLN1	MANE
NM_001885	ENST00000526180	CRYAB	biomart
NM_001886	ENST00000354760	CRYBA4	MANE
NM_001887	ENST00000647684	CRYBB1	MANE
NM_001890	ENST00000246891	CSN1S1	MANE
NM_001891	ENST00000353151	CSN2	MANE
NM_001892	ENST00000377843	CSNK1A1	MANE
NM_001893	ENST00000314028	CSNK1D	MANE
NM_001894	ENST00000359867	CSNK1E	biomart
NM_001895	ENST00000646561	CSNK2A1	biomart
NM_001896	ENST00000262506	CSNK2A2	MANE
NM_001897	ENST00000308508	CSPG4	MANE
NM_001898	ENST00000304749	CST1	MANE
NM_001899	ENST00000217423	CST4	MANE
NM_001900	ENST00000304710	CST5	MANE
NM_001902	ENST00000370938	CTH	MANE
NM_001903	ENST00000302763	CTNNA1	MANE
NM_001904	ENST00000349496	CTNNB1	MANE
NM_001907	ENST00000574481	CTRL	MANE
NM_001913	ENST00000622516	CUX1	MANE
NM_001914	ENST00000494131	CYB5A	biomart
NM_001915	ENST00000360793	CYB561	MANE
NM_001916	ENST00000318911	CYC1	MANE
NM_001918	ENST00000370132	DBT	MANE
NM_001920	ENST00000052754	DCN	MANE
NM_001921	ENST00000438320	DCTD	MANE
NM_001922	ENST00000377028	DCT	MANE
NM_001923	ENST00000301764	DDB1	MANE
NM_001924	ENST00000370986	GADD45A	MANE
NM_001925	ENST00000297435	DEFA4	MANE
NM_001926	ENST00000297436	DEFA6	MANE
NM_001927	ENST00000373960	DES	MANE
NM_001930	ENST00000210060	DHPS	MANE
NM_001931	ENST00000280346	DLAT	MANE
NM_001932	ENST00000398389	MPP3	MANE
NM_001933	ENST00000334220	DLST	MANE
NM_001934			unmapped
NM_001935	ENST00000360534	DPP4	MANE
NM_001936	ENST00000332007	DPP6	biomart
NM_001939	ENST00000395209	DRP2	MANE
NM_001940	ENST00000396684	ATN1	MANE
NM_001941	ENST00000360428	DSC3	MANE
NM_001942	ENST00000257192	DSG1	MANE
NM_001943	ENST00000261590	DSG2	MANE
NM_001944	ENST00000257189	DSG3	MANE
NM_001945	ENST00000230990	HBEGF	MANE
NM_001946	ENST00000279488	DUSP6	MANE
NM_001947	ENST00000495880	DUSP7	MANE
NM_001948	ENST00000455976	DUT	biomart
NM_001949	ENST00000346618	E2F3	MANE
NM_001950	ENST00000379378	E2F4	MANE
NM_001951	ENST00000416274	E2F5	MANE
NM_001953	ENST00000252029	TYMP	MANE
NM_001954	ENST00000421499	DDR1	biomart
NM_001955	ENST00000379375	EDN1	MANE
NM_001956	ENST00000372587	EDN2	MANE
NM_001958	ENST00000217182	EEF1A2	MANE
NM_001959	ENST00000392222	EEF1B2	MANE
NM_001960	ENST00000614575	EEF1D	biomart
NM_001961	ENST00000309311	EEF2	MANE
NM_001962	ENST00000333274	EFNA5	MANE
NM_001963	ENST00000265171	EGF	MANE
NM_001964	ENST00000239938	EGR1	MANE
NM_001965	ENST00000436467	EGR4	MANE
NM_001973	ENST00000357992	ELK4	MANE
NM_001974	ENST00000312053	ADGRE1	MANE
NM_001978	ENST00000523266	DMTN	biomart
NM_001980	ENST00000261653	STX2	biomart
NM_001981	ENST00000371733	EPS15	MANE
NM_001982	ENST00000267101	ERBB3	MANE
NM_001983	ENST00000300853	ERCC1	MANE
NM_001984	ENST00000378720	ESD	MANE
NM_001985	ENST00000309244	ETFB	MANE
NM_001986	ENST00000591713	ETV4	biomart
NM_001987	ENST00000396373	ETV6	MANE
NM_001988	ENST00000301607	EVPL	MANE
NM_001989	ENST00000496902	EVX1	MANE
NM_001990	ENST00000373871	EYA3	MANE
NM_001991	ENST00000428826	EZH1	MANE
NM_001992	ENST00000319211	F2R	MANE
NM_001993	ENST00000334047	F3	MANE
NM_001995	ENST00000281455	ACSL1	MANE
NM_001996	ENST00000262722	FBLN1	biomart
NM_001997	ENST00000529639	FAU	MANE
NM_001998	ENST00000295760	FBLN2	biomart
NM_001999	ENST00000262464	FBN2	MANE
NM_002000	ENST00000355524	FCAR	MANE
NM_002002	ENST00000597921	FCER2	biomart
NM_002003	ENST00000371806	FCN1	MANE
NM_002004	ENST00000368356	FDPS	MANE
NM_002005	ENST00000328850	FES	MANE
NM_002006	ENST00000264498	FGF2	biomart
NM_002007	ENST00000168712	FGF4	MANE
NM_002009	ENST00000267843	FGF7	MANE
NM_002010	ENST00000382353	FGF9	MANE
NM_002011	ENST00000292408	FGFR4	biomart
NM_002012	ENST00000492590	FHIT	MANE
NM_002016	ENST00000368799	FLG	MANE
NM_002017	ENST00000527786	FLI1	MANE
NM_002019	ENST00000282397	FLT1	MANE
NM_002020	ENST00000393347	FLT4	biomart
NM_002023	ENST00000354955	FMOD	MANE
NM_002024	ENST00000370475	FMR1	MANE
NM_002026	ENST00000336916	FN1	biomart
NM_002027	ENST00000302279	FNTA	MANE
NM_002028	ENST00000246166	FNTB	MANE
NM_002031	ENST00000606080	FRK	MANE
NM_002032	ENST00000273550	FTH1	MANE
NM_002033	ENST00000358752	FUT4	MANE
NM_002034	ENST00000588525	FUT5	MANE
NM_002036	ENST00000368122	ACKR1	MANE
NM_002037	ENST00000354650	FYN	MANE
NM_002038	ENST00000361157	IFI6	MANE
NM_002040	ENST00000400075	GABPA	MANE
NM_002041	ENST00000429662	GABPB1	biomart
NM_002042	ENST00000454853	GABRR1	MANE
NM_002043	ENST00000402938	GABRR2	MANE
NM_002044	ENST00000560031	GALK2	MANE
NM_002046	ENST00000229239	GAPDH	MANE
NM_002047	ENST00000389266	GARS1	MANE
NM_002048	ENST00000298743	GAS1	MANE
NM_002049	ENST00000376670	GATA1	MANE
NM_002051	ENST00000346208	GATA3	biomart
NM_002052	ENST00000647274	GATA4	biomart
NM_002053	ENST00000370473	GBP1	MANE
NM_002054	ENST00000418842	GCG	MANE
NM_002055	ENST00000588735	GFAP	MANE
NM_002056	ENST00000361060	GFPT1	biomart
NM_002061	ENST00000370238	GCLM	MANE
NM_002062	ENST00000373256	GLP1R	MANE
NM_002065	ENST00000331872	GLUL	biomart
NM_002066	ENST00000220940	GML	MANE
NM_002073	ENST00000615612	GNAZ	MANE
NM_002074	ENST00000378609	GNB1	MANE
NM_002075	ENST00000229264	GNB3	MANE
NM_002077	ENST00000373555	GOLGA1	MANE
NM_002078	ENST00000361924	GOLGA4	MANE
NM_002079	ENST00000370508	GOT1	MANE
NM_002080	ENST00000245206	GOT2	MANE
NM_002081	ENST00000264039	GPC1	MANE
NM_002082	ENST00000528793	GRK6	biomart
NM_002083	ENST00000389614	GPX2	MANE
NM_002084	ENST00000388825	GPX3	MANE
NM_002085	ENST00000354171	GPX4	MANE
NM_002086	ENST00000316804	GRB2	MANE
NM_002089	ENST00000508487	CXCL2	MANE
NM_002090	ENST00000296026	CXCL3	MANE
NM_002092	ENST00000254799	GRSF1	MANE
NM_002093	ENST00000316626	GSK3B	biomart
NM_002094	ENST00000434724	GSPT1	MANE
NM_002095	ENST00000355904	GTF2E2	MANE
NM_002097	ENST00000381140	GTF3A	MANE
