gene	n_isoforms	n_pos_go	mean_go_corr	fsi	top_consistency	specialization_ratio	has_domain_loss	scenario
ENSG00000170633.17	3	3	0.0000	1.0000	0.6667	0.1693	False	S2
ENSG00000170776.22	6	4	0.0000	1.0000	0.7500	0.5389	True	S2
ENSG00000171603.18	4	2	1.0000	0.0000	1.0000	0.0009	True	S1
ENSG00000198815.9	8	7	1.0000	0.0000	1.0000	1.9745	True	S1
ENSG00000198909.8	9	5	0.2800	0.7200	0.8000	0.0067	True	S2
ENSG00000196482.18	3	10	-0.0667	1.0667	0.6000	0.0018	False	S2
ENSG00000139116.19	6	4	0.1765	0.8235	0.7500	2.4658	True	S2
ENSG00000198830.13	4	3	-0.4815	1.4815	0.3333	0.0696	False	S2
ENSG00000198793.14	3	8	0.0714	0.9286	0.5000	0.0508	False	S2
ENSG00000198718.13	3	3	-0.3333	1.3333	0.6667	0.0001	False	S2
ENSG00000198959.12	3	4	0.0000	1.0000	0.7500	2.0397	False	S2
ENSG00000181191.12	4	2	-0.7778	1.7778	0.5000	1.6306	True	S2
ENSG00000198324.14	3	2	1.0000	0.0000	1.0000	0.0005	False	S1
ENSG00000126581.13	4	6	-0.2000	1.2000	0.5000	0.0551	False	S2
ENSG00000162430.18	7	2	-1.0000	2.0000	0.5000	1.0449	False	S2
ENSG00000198919.13	6	4	0.8667	0.1333	0.5000	0.5455	True	Mixed
ENSG00000198860.14	5	2	-0.4000	1.4000	0.5000	0.4375	False	S2
ENSG00000101974.15	3	4	0.0000	1.0000	0.7500	0.0006	False	S2
ENSG00000122786.20	6	4	0.1524	0.8476	0.5000	0.1180	False	S2
ENSG00000093010.15	3	2	-1.0000	2.0000	0.5000	1.2193	False	S2
ENSG00000198945.8	3	5	-0.2000	1.2000	0.6000	0.0023	False	S2
ENSG00000160179.20	5	7	0.3651	0.6349	0.5714	0.2189	False	Mixed
ENSG00000049246.15	3	3	-0.3333	1.3333	0.3333	0.0015	False	S2
ENSG00000129515.20	5	3	1.0000	0.0000	1.0000	0.4622	True	S1
ENSG00000081248.13	8	2	1.0000	0.0000	1.0000	0.1091	False	S1
ENSG00000198690.10	3	4	0.0000	1.0000	0.7500	0.2301	False	S2
ENSG00000264343.7	4	2	1.0000	0.0000	1.0000	8.0295	False	S1
ENSG00000153187.21	7	13	0.9270	0.0730	0.8462	1.6398	True	S1
ENSG00000054277.14	5	2	1.0000	0.0000	1.0000	3.5514	False	S1
ENSG00000091483.8	3	3	1.0000	0.0000	1.0000	0.0088	False	S1
ENSG00000116984.15	7	3	0.6730	0.3270	1.0000	0.0351	False	Mixed
ENSG00000077522.15	4	8	0.4429	0.5571	0.8750	0.5079	True	Mixed
ENSG00000168275.16	3	2	0.5000	0.5000	0.5000	0.5524	False	Mixed
ENSG00000135778.12	5	3	0.5000	0.5000	0.6667	31.1647	False	Mixed
ENSG00000162946.24	4	4	0.0000	1.0000	0.7500	0.0003	False	S2
ENSG00000135766.9	4	2	-0.6000	1.6000	0.5000	0.1306	True	S2
ENSG00000135744.9	8	3	0.8857	0.1143	0.6667	1.4336	True	Mixed
ENSG00000143632.15	3	2	1.0000	0.0000	1.0000	0.0190	False	S1
ENSG00000163050.18	4	2	1.0000	0.0000	1.0000	3.3021	False	S1
ENSG00000143799.14	3	12	1.0000	0.0000	1.0000	0.6375	True	S1
ENSG00000143771.12	3	2	1.0000	0.0000	1.0000	8.3762	False	S1
ENSG00000186205.14	3	2	-1.0000	2.0000	0.5000	0.0064	False	S2
ENSG00000116141.17	5	6	0.4596	0.5404	0.5000	3.1743	True	Mixed
ENSG00000143353.12	6	2	0.4857	0.5143	0.5000	0.3406	False	Mixed
ENSG00000152104.12	4	2	-1.0000	2.0000	0.5000	0.0180	False	S2
ENSG00000136643.12	5	4	-0.0000	1.0000	0.5000	0.4541	True	S2
ENSG00000117625.14	4	2	-0.4000	1.4000	0.5000	1.0401	False	S2
ENSG00000076356.7	7	3	1.0000	0.0000	1.0000	0.4473	True	S1
ENSG00000291237.1	12	6	0.9912	0.0088	0.6667	2.8264	False	Mixed
ENSG00000162894.12	4	2	1.0000	0.0000	1.0000	1.5758	False	S1
ENSG00000198625.14	4	3	0.2593	0.7407	0.6667	0.1703	True	S2
ENSG00000159348.13	3	2	1.0000	0.0000	1.0000	2.6266	False	S1
ENSG00000117139.18	5	7	1.0000	0.0000	1.0000	0.0997	True	S1
ENSG00000120265.21	5	2	-0.2000	1.2000	0.5000	0.0823	False	S2
ENSG00000116750.14	6	3	-0.0095	1.0095	0.3333	0.1861	False	S2
ENSG00000116679.17	7	2	-1.0000	2.0000	0.5000	1.2632	True	S2
ENSG00000112425.16	9	4	-0.1391	1.1391	0.5000	0.0464	True	S2
ENSG00000135838.14	3	2	-1.0000	2.0000	0.5000	0.2922	False	S2
ENSG00000112419.15	6	2	1.0000	0.0000	1.0000	1.9126	False	S1
ENSG00000135837.18	19	2	-0.5018	1.5018	0.5000	0.0963	True	S2
ENSG00000075391.18	6	2	-0.5000	1.5000	0.5000	0.4870	True	S2
ENSG00000135597.19	3	3	0.1667	0.8333	0.6667	0.0111	False	S2
ENSG00000116161.18	3	5	1.0000	0.0000	1.0000	0.0513	True	S1
ENSG00000135870.13	3	7	0.0476	0.9524	0.7143	0.0009	False	S2
ENSG00000000457.14	4	2	1.0000	0.0000	1.0000	0.2032	False	S1
ENSG00000143153.14	9	4	0.9722	0.0278	1.0000	0.3024	False	S1
ENSG00000112339.15	4	3	0.8667	0.1333	1.0000	4.3306	True	S1
ENSG00000143198.13	3	2	1.0000	0.0000	1.0000	0.0130	False	S1
ENSG00000158796.17	4	2	1.0000	0.0000	1.0000	0.0072	False	S1
ENSG00000093144.19	12	2	0.2662	0.7338	0.5000	0.8192	False	S2
ENSG00000160789.25	4	3	-0.3333	1.3333	0.6667	0.0047	True	S2
ENSG00000132680.11	3	2	1.0000	0.0000	1.0000	0.0109	False	S1
ENSG00000111912.20	4	2	-1.0000	2.0000	0.5000	0.0303	False	S2
ENSG00000111907.21	7	3	0.8667	0.1333	1.0000	0.6595	False	S1
ENSG00000169242.12	4	2	1.0000	0.0000	1.0000	0.2727	False	S1
ENSG00000160691.19	4	2	0.6000	0.4000	0.5000	0.0024	False	Mixed
ENSG00000160710.19	13	2	0.1339	0.8661	0.5000	2.0162	True	S2
ENSG00000196591.12	3	8	-0.1429	1.1429	0.5000	0.0012	True	S2
ENSG00000188643.11	4	5	0.2000	0.8000	0.8000	0.0483	False	S2
ENSG00000182134.17	6	3	1.0000	0.0000	1.0000	4.1406	True	S1
ENSG00000107902.14	5	2	0.6667	0.3333	0.5000	2.8468	False	Mixed
ENSG00000143376.14	6	2	-0.9394	1.9394	0.5000	0.9813	True	S2
ENSG00000112394.18	5	2	1.0000	0.0000	1.0000	0.1718	True	S1
ENSG00000119965.13	3	2	1.0000	0.0000	1.0000	0.0037	False	S1
ENSG00000107651.15	3	3	-0.3333	1.3333	0.6667	0.0000	False	S2
ENSG00000198825.15	4	2	-1.0000	2.0000	0.5000	0.2472	False	S2
ENSG00000151923.18	4	4	-0.3333	1.3333	0.5000	0.0000	True	S2
ENSG00000112249.14	4	5	0.4667	0.5333	0.8000	1.5997	True	Mixed
ENSG00000099204.23	9	3	0.8506	0.1494	0.6667	28.2670	True	Mixed
ENSG00000165806.21	4	2	0.4000	0.6000	1.0000	0.0179	False	Mixed
ENSG00000135341.19	6	11	0.5769	0.4231	0.7273	1.2448	True	Mixed
ENSG00000139218.18	6	2	-0.9394	1.9394	0.5000	1.7210	True	S2
ENSG00000112159.13	5	3	-0.3333	1.3333	0.6667	1.0681	False	S2
ENSG00000130830.15	3	2	1.0000	0.0000	1.0000	0.0021	True	S1
ENSG00000146282.19	11	3	0.7081	0.2919	0.6667	1.5082	False	Mixed
ENSG00000116748.22	3	2	1.0000	0.0000	1.0000	0.3684	False	S1
ENSG00000064703.13	5	9	0.2222	0.7778	0.7778	0.9179	True	S2
ENSG00000148834.13	3	2	0.5000	0.5000	1.0000	1.9991	False	Mixed
ENSG00000162775.17	5	4	0.1579	0.8421	0.7500	0.0054	False	S2
ENSG00000116396.15	7	2	1.0000	0.0000	1.0000	3.7682	False	S1
ENSG00000102119.12	5	3	0.3684	0.6316	1.0000	0.0743	False	Mixed
ENSG00000077150.21	4	7	-0.1429	1.1429	0.5714	0.0000	False	S2
ENSG00000121940.17	13	2	-0.3367	1.3367	0.5000	0.1502	False	S2
ENSG00000184216.15	5	9	0.1667	0.8333	0.5556	0.0169	False	S2
ENSG00000196586.17	6	6	-0.0667	1.0667	0.3333	0.5918	False	S2
ENSG00000166197.17	3	4	-0.0833	1.0833	0.5000	0.0053	False	S2
ENSG00000137992.15	4	2	1.0000	0.0000	1.0000	1.0868	False	S1
ENSG00000166167.18	3	4	0.6667	0.3333	0.5000	0.0836	False	Mixed
ENSG00000117528.14	3	5	0.1000	0.9000	0.6000	0.0362	False	S2
ENSG00000101199.13	4	2	-1.0000	2.0000	0.5000	1.1960	True	S2
ENSG00000143033.18	6	4	0.8725	0.1275	1.0000	0.3047	True	S1
ENSG00000171100.16	3	2	1.0000	0.0000	1.0000	0.0005	False	S1
ENSG00000117228.11	3	8	1.0000	0.0000	1.0000	0.6447	False	S1
ENSG00000097033.15	4	5	-0.1200	1.1200	0.4000	0.0594	False	S2
ENSG00000022267.19	12	2	0.7820	0.2180	0.5000	0.5441	False	Mixed
ENSG00000142875.21	4	6	-0.0400	1.0400	0.5000	0.0088	False	S2
ENSG00000198689.13	4	2	1.0000	0.0000	1.0000	0.0217	False	S1
ENSG00000117114.21	6	2	-0.6000	1.6000	0.5000	0.0102	True	S2
ENSG00000180488.17	6	3	1.0000	0.0000	1.0000	1.1804	False	S1
ENSG00000036549.13	3	3	0.0000	1.0000	0.6667	0.0283	False	S2
ENSG00000116754.14	8	4	0.9512	0.0488	1.0000	0.3344	True	S1
ENSG00000033122.21	5	3	1.0000	0.0000	1.0000	1.0047	True	S1
ENSG00000213625.9	5	2	1.0000	0.0000	1.0000	0.8256	False	S1
ENSG00000096093.16	4	2	-1.0000	2.0000	0.5000	0.0262	False	S2
ENSG00000079739.17	3	2	-0.5000	1.5000	0.5000	0.2614	False	S2
ENSG00000102038.16	3	6	0.3333	0.6667	0.8333	0.0004	False	Mixed
ENSG00000162599.18	8	8	0.8237	0.1763	0.3750	2.6690	True	Mixed
ENSG00000101146.13	4	3	1.0000	0.0000	1.0000	0.5219	True	S1
ENSG00000138193.17	6	4	-0.3333	1.3333	0.5000	0.0493	True	S2
ENSG00000196284.18	3	2	1.0000	0.0000	1.0000	3.1494	False	S1
ENSG00000116171.19	7	2	-1.0000	2.0000	0.5000	0.0200	True	S2
ENSG00000000419.14	3	2	1.0000	0.0000	1.0000	0.0828	False	S1
ENSG00000117859.19	5	2	0.9000	0.1000	1.0000	0.4643	True	S1
ENSG00000165688.14	7	2	1.0000	0.0000	1.0000	0.0095	True	S1
ENSG00000085832.18	7	5	-0.1055	1.1055	0.4000	0.3198	True	S2
ENSG00000162373.13	3	2	-1.0000	2.0000	0.5000	1.0929	False	S2
ENSG00000141867.19	5	9	0.3056	0.6944	0.6667	0.1436	True	Mixed
ENSG00000162368.15	3	2	1.0000	0.0000	1.0000	0.1131	False	S1
ENSG00000160271.16	14	2	1.0000	0.0000	1.0000	1.8028	True	S1
ENSG00000112715.26	15	6	0.8889	0.1111	0.8333	14.8298	False	S1
ENSG00000126107.15	3	3	0.0000	1.0000	0.6667	1.5291	False	S2
ENSG00000107263.19	10	2	0.9000	0.1000	1.0000	0.5565	False	S1
ENSG00000142937.12	3	3	1.0000	0.0000	1.0000	3.0544	False	S1
ENSG00000130717.13	3	2	-0.5000	1.5000	0.5000	0.0191	False	S2
ENSG00000138326.21	6	2	0.8286	0.1714	1.0000	57.2764	False	S1
ENSG00000147224.13	3	5	0.2000	0.8000	0.8000	0.0263	False	S2
ENSG00000164011.18	4	3	0.8519	0.1481	0.6667	0.0018	False	Mixed
ENSG00000164008.17	4	2	0.3333	0.6667	0.5000	0.2425	False	Mixed
ENSG00000147231.14	3	2	1.0000	0.0000	1.0000	0.0367	False	S1
ENSG00000127125.9	4	2	1.0000	0.0000	1.0000	15.7105	False	S1
ENSG00000066136.21	5	8	0.8286	0.1714	0.7500	0.4897	False	Mixed
ENSG00000084073.10	5	3	0.7778	0.2222	1.0000	0.0098	False	S1
ENSG00000101109.14	5	9	0.3056	0.6944	0.5556	0.0023	False	Mixed
ENSG00000090621.15	8	3	-0.2771	1.2771	0.6667	0.0162	False	S2
ENSG00000196839.14	4	2	-0.2000	1.2000	0.5000	1.1716	False	S2
ENSG00000127603.32	14	8	0.6313	0.3687	0.3750	1.0802	True	Mixed
ENSG00000148337.22	5	3	0.6667	0.3333	1.0000	0.0491	False	Mixed
ENSG00000182180.14	3	2	-0.5000	1.5000	0.5000	1.1342	False	S2
ENSG00000137413.17	4	2	-0.6000	1.6000	0.5000	0.5566	False	S2
ENSG00000112576.13	9	2	-0.8367	1.8367	0.5000	0.0772	True	S2
ENSG00000183386.11	4	3	1.0000	0.0000	1.0000	1.0753	True	S1
ENSG00000156026.15	4	2	-0.3333	1.3333	0.5000	0.0058	False	S2
ENSG00000054116.12	3	2	-0.5000	1.5000	0.5000	0.7515	False	S2
ENSG00000136854.26	3	5	-0.1000	1.1000	0.4000	0.0010	False	S2
ENSG00000204104.12	4	2	-1.0000	2.0000	0.5000	0.0640	False	S2
ENSG00000085224.23	7	5	0.5857	0.4143	0.8000	1.5756	True	Mixed
ENSG00000004455.18	6	2	0.3548	0.6452	1.0000	0.0095	False	Mixed
ENSG00000134684.13	3	3	-0.3333	1.3333	0.6667	0.2517	False	S2
ENSG00000162521.19	3	4	0.0000	1.0000	0.7500	0.0052	False	S2
ENSG00000119414.12	3	2	0.5000	0.5000	1.0000	0.0226	False	Mixed
ENSG00000147099.21	8	2	0.9524	0.0476	1.0000	1.6906	False	S1
ENSG00000204120.16	8	4	-0.2222	1.2222	0.5000	0.2105	False	S2
ENSG00000116350.18	5	4	1.0000	0.0000	1.0000	0.9581	False	S1
ENSG00000148180.22	11	4	-0.0651	1.0651	0.2500	0.0672	False	S2
ENSG00000175084.13	3	2	1.0000	0.0000	1.0000	0.0059	False	S1
ENSG00000185532.20	4	6	0.8533	0.1467	0.8333	0.8515	True	S1
ENSG00000184634.17	6	6	0.8366	0.1634	0.8333	0.1818	False	S1
ENSG00000107643.17	3	7	0.1429	0.8571	0.5714	0.0010	False	S2
ENSG00000204217.16	4	5	0.2000	0.8000	0.8000	0.0146	False	S2
ENSG00000136826.15	3	12	0.0303	0.9697	0.6667	0.0022	False	S2
ENSG00000142798.20	5	4	0.0000	1.0000	0.7500	0.3049	True	S2
ENSG00000108094.17	5	3	1.0000	0.0000	1.0000	0.1595	False	S1
ENSG00000099250.18	6	3	0.3939	0.6061	0.6667	0.3555	True	Mixed
ENSG00000204256.15	10	5	0.2000	0.8000	0.8000	0.4241	True	S2
ENSG00000117298.16	8	3	-0.3333	1.3333	0.6667	0.0095	False	S2
ENSG00000106799.15	8	6	-0.1095	1.1095	0.5000	0.0143	False	S2
ENSG00000127481.15	4	5	0.3200	0.6800	0.4000	0.2476	False	Mixed
ENSG00000160584.17	5	6	0.4333	0.5667	0.3333	2.1014	True	Mixed
ENSG00000126012.14	4	3	-0.3333	1.3333	0.3333	0.0321	False	S2
ENSG00000139842.15	4	3	1.0000	0.0000	1.0000	3.1541	True	S1
ENSG00000126218.12	3	3	1.0000	0.0000	1.0000	0.0305	False	S1
ENSG00000126217.22	7	3	1.0000	0.0000	1.0000	0.8094	True	S1
ENSG00000187240.17	4	2	-1.0000	2.0000	0.5000	0.7213	False	S2
ENSG00000065526.13	5	6	0.1833	0.8167	0.6667	0.0049	False	S2
ENSG00000187498.17	4	2	0.8000	0.2000	1.0000	2.1108	False	S1
ENSG00000134884.15	3	3	1.0000	0.0000	1.0000	0.2519	False	S1
ENSG00000101306.11	6	4	1.0000	0.0000	1.0000	2.9421	True	S1
ENSG00000134900.13	9	2	0.4530	0.5470	0.5000	0.7207	False	Mixed
ENSG00000136754.18	5	2	-0.1000	1.1000	0.5000	0.0006	False	S2
ENSG00000175198.17	3	4	0.7500	0.2500	1.0000	0.0045	False	S1
ENSG00000107863.20	4	2	0.7778	0.2222	0.5000	0.0001	False	Mixed
ENSG00000196781.16	4	4	0.0000	1.0000	0.7500	0.4580	True	S2
ENSG00000177000.13	7	2	1.0000	0.0000	1.0000	0.0077	False	S1
ENSG00000177192.14	5	3	-0.3333	1.3333	0.6667	0.0020	False	S2
ENSG00000188026.13	3	3	1.0000	0.0000	1.0000	2.0801	False	S1
ENSG00000105357.20	5	2	0.6842	0.3158	0.5000	13.7219	True	Mixed
ENSG00000089094.21	4	5	0.3778	0.6222	0.8000	0.0401	True	Mixed
ENSG00000054523.20	10	4	0.5735	0.4265	0.5000	2.9372	True	Mixed
ENSG00000173614.14	4	3	1.0000	0.0000	1.0000	0.0482	False	S1
ENSG00000116285.13	3	4	1.0000	0.0000	1.0000	0.1654	False	S1
ENSG00000068831.19	3	3	-0.3333	1.3333	0.6667	0.0000	False	S2
ENSG00000115307.17	6	2	-0.4545	1.4545	0.5000	0.1214	False	S2
ENSG00000173064.14	9	3	-0.3333	1.3333	0.6667	0.0265	False	S2
ENSG00000132664.13	4	2	1.0000	0.0000	1.0000	0.0013	False	S1
ENSG00000136111.14	3	2	-0.5000	1.5000	0.5000	0.0047	False	S2
ENSG00000162413.17	5	3	1.0000	0.0000	1.0000	0.1136	True	S1
ENSG00000125846.17	6	4	0.5196	0.4804	0.7500	0.0828	True	Mixed
ENSG00000186470.14	4	2	-1.0000	2.0000	0.5000	0.0759	False	S2
ENSG00000089006.17	3	3	1.0000	0.0000	1.0000	0.0016	False	S1
ENSG00000083520.15	3	3	1.0000	0.0000	1.0000	0.0051	False	S1
ENSG00000147050.18	6	2	-1.0000	2.0000	0.5000	0.2350	True	S2
ENSG00000165983.15	6	2	1.0000	0.0000	1.0000	2.9236	False	S1
ENSG00000069424.16	7	2	-1.0000	2.0000	0.5000	0.0111	True	S2
ENSG00000064313.13	5	3	1.0000	0.0000	1.0000	0.0107	False	S1
ENSG00000116198.14	11	2	0.7798	0.2202	1.0000	0.0438	True	S1
ENSG00000198467.16	3	6	0.7333	0.2667	0.6667	5.5417	False	Mixed
ENSG00000101333.19	9	2	-1.0000	2.0000	0.5000	0.5840	False	S2
ENSG00000130962.19	4	2	1.0000	0.0000	1.0000	0.1161	False	S1
ENSG00000139684.15	3	2	1.0000	0.0000	1.0000	0.0496	False	S1
ENSG00000138050.15	6	2	1.0000	0.0000	1.0000	3.0622	False	S1
ENSG00000123240.17	5	3	1.0000	0.0000	1.0000	0.0011	False	S1
ENSG00000113522.14	4	5	1.0000	0.0000	1.0000	0.2504	False	S1
ENSG00000166181.13	4	2	-0.8000	1.8000	0.5000	0.1716	False	S2
ENSG00000119787.14	4	3	-0.3333	1.3333	0.6667	0.8421	False	S2
ENSG00000133112.17	4	3	0.1333	0.8667	0.3333	0.1511	False	S2
ENSG00000205213.14	4	3	-0.3333	1.3333	0.6667	0.0066	False	S2
ENSG00000137073.24	3	3	1.0000	0.0000	1.0000	0.0011	False	S1
ENSG00000145990.11	6	2	1.0000	0.0000	1.0000	54.1965	False	S1
ENSG00000188157.16	8	4	0.7333	0.2667	0.5000	3.0378	False	Mixed
ENSG00000205250.9	3	10	1.0000	0.0000	1.0000	1.0728	False	S1
ENSG00000171867.18	4	8	0.8730	0.1270	1.0000	0.0497	False	S1
ENSG00000076108.12	6	4	0.0000	1.0000	0.7500	0.0108	True	S2
ENSG00000149970.16	6	4	0.7500	0.2500	0.7500	0.0024	False	Mixed
ENSG00000177189.14	3	7	0.2857	0.7143	0.8571	0.0007	False	S2
ENSG00000173681.17	4	2	1.0000	0.0000	1.0000	0.1171	False	S1
ENSG00000107262.26	4	2	1.0000	0.0000	1.0000	0.5560	True	S1
ENSG00000147010.19	5	3	-0.3333	1.3333	0.6667	0.0506	True	S2
ENSG00000133110.15	5	5	-0.0500	1.0500	0.4000	0.1458	False	S2
ENSG00000137074.20	7	4	0.0131	0.9869	0.5000	0.3857	False	S2
ENSG00000166233.15	4	6	1.0000	0.0000	1.0000	2.3769	True	S1
ENSG00000134470.21	4	2	0.3333	0.6667	0.5000	0.2634	False	Mixed
ENSG00000164292.13	3	6	0.3333	0.6667	0.8333	0.7506	True	Mixed
ENSG00000147894.17	3	4	0.0000	1.0000	0.7500	0.6824	False	S2
ENSG00000047634.15	5	3	-0.2500	1.2500	0.6667	0.1509	False	S2
ENSG00000102054.18	3	3	0.6667	0.3333	0.6667	0.0205	False	Mixed
ENSG00000057608.18	3	4	-0.0833	1.0833	0.5000	0.8740	False	S2
ENSG00000171843.17	4	4	1.0000	0.0000	1.0000	0.0003	False	S1
ENSG00000049883.15	3	2	1.0000	0.0000	1.0000	0.1129	False	S1
ENSG00000044459.15	3	4	0.0000	1.0000	0.7500	0.3635	False	S2
ENSG00000084754.12	5	3	0.8246	0.1754	0.6667	2.7845	False	Mixed
ENSG00000164985.15	4	5	0.5200	0.4800	0.6000	0.4748	True	Mixed
ENSG00000124535.16	4	5	0.2000	0.8000	0.6000	0.0199	False	S2
ENSG00000100241.22	6	2	0.5294	0.4706	1.0000	0.0005	False	Mixed
ENSG00000164975.16	3	3	-0.3333	1.3333	0.6667	0.0001	False	S2
ENSG00000101365.22	4	2	0.2000	0.8000	1.0000	1.9290	False	S2
ENSG00000147862.18	11	7	0.8868	0.1132	1.0000	0.2151	True	S1
ENSG00000152520.14	4	5	1.0000	0.0000	1.0000	4.1316	False	S1
ENSG00000067057.19	4	5	1.0000	0.0000	1.0000	0.2559	False	S1
ENSG00000122034.17	4	2	1.0000	0.0000	1.0000	1.2635	True	S1
ENSG00000155545.20	5	3	0.9298	0.0702	1.0000	1.9091	True	S1
ENSG00000205683.12	8	2	1.0000	0.0000	1.0000	0.5294	False	S1
ENSG00000123106.11	3	2	1.0000	0.0000	1.0000	0.0043	False	S1
ENSG00000205726.15	10	5	0.1922	0.8078	0.4000	0.0534	True	S2
ENSG00000134352.21	13	4	-0.1242	1.1242	0.2500	0.0458	True	S2
ENSG00000067064.13	3	2	0.5000	0.5000	0.5000	1.7404	False	Mixed
ENSG00000167244.22	13	4	0.0000	1.0000	0.7500	0.0203	False	S2
ENSG00000103540.17	8	2	-1.0000	2.0000	0.5000	0.0028	False	S2
ENSG00000066117.15	4	6	0.3333	0.6667	0.8333	0.0066	False	Mixed
ENSG00000132964.13	4	4	0.0000	1.0000	0.7500	0.0323	False	S2
ENSG00000124406.17	3	4	0.7500	0.2500	0.7500	3.2075	True	Mixed
ENSG00000139496.18	6	3	0.9596	0.0404	0.6667	0.0504	False	Mixed
ENSG00000104763.20	8	2	0.3012	0.6988	0.5000	2.6224	False	Mixed
ENSG00000154277.13	4	3	0.5556	0.4444	0.6667	0.1041	False	Mixed
ENSG00000147853.17	5	2	1.0000	0.0000	1.0000	5.2604	False	S1
ENSG00000107249.24	7	7	1.0000	0.0000	1.0000	0.1056	True	S1
ENSG00000168724.18	6	4	0.2353	0.7647	0.7500	0.0380	True	S2
ENSG00000134321.13	4	2	1.0000	0.0000	1.0000	0.1211	False	S1
ENSG00000147852.17	4	2	-0.3333	1.3333	0.5000	0.0470	True	S2
ENSG00000136527.19	5	6	-0.0667	1.0667	0.6667	0.0088	False	S2
ENSG00000159110.22	6	2	-1.0000	2.0000	0.5000	0.3337	False	S2
ENSG00000107104.21	9	2	0.1429	0.8571	0.5000	0.0017	False	S2
ENSG00000137449.17	4	2	0.4000	0.6000	0.5000	0.0206	False	Mixed
ENSG00000161203.14	6	2	0.9394	0.0606	1.0000	0.1702	True	S1
ENSG00000180776.17	5	2	0.3684	0.6316	0.5000	0.1346	True	Mixed
ENSG00000159082.18	12	3	0.6825	0.3175	0.6667	2.1785	False	Mixed
ENSG00000171885.18	4	2	1.0000	0.0000	1.0000	0.0503	False	S1
ENSG00000178467.18	3	2	1.0000	0.0000	1.0000	0.1534	True	S1
ENSG00000144642.22	7	2	0.6296	0.3704	1.0000	157.5052	True	Mixed
ENSG00000206561.14	4	4	0.0000	1.0000	0.7500	0.0821	False	S2
ENSG00000163702.21	4	2	1.0000	0.0000	1.0000	0.6006	False	S1
ENSG00000156990.14	4	2	-1.0000	2.0000	0.5000	1.4042	False	S2
ENSG00000169758.13	5	2	-1.0000	2.0000	0.5000	0.1005	False	S2
ENSG00000131504.18	5	7	1.0000	0.0000	1.0000	7.8702	False	S1
ENSG00000204842.18	10	3	0.6108	0.3892	0.3333	3.2775	False	Mixed
ENSG00000106105.15	3	4	0.0000	1.0000	0.5000	0.7381	False	S2
ENSG00000075399.14	4	4	1.0000	0.0000	1.0000	0.0834	False	S1
ENSG00000174373.17	4	3	0.8519	0.1481	1.0000	1.1690	False	S1
ENSG00000120699.14	4	2	0.8000	0.2000	0.5000	0.3260	False	Mixed
ENSG00000133794.20	7	11	0.2067	0.7933	0.6364	0.0021	False	S2
ENSG00000070182.21	7	3	0.7037	0.2963	0.6667	2.0051	True	Mixed
ENSG00000144283.23	4	2	1.0000	0.0000	1.0000	0.3124	True	S1
ENSG00000100503.27	6	2	1.0000	0.0000	1.0000	1.9119	False	S1
ENSG00000011275.19	4	3	1.0000	0.0000	1.0000	0.0070	False	S1
ENSG00000141376.24	6	4	-0.3137	1.3137	0.5000	0.1323	False	S2
ENSG00000153037.15	5	2	0.6667	0.3333	0.5000	2.6088	True	Mixed
ENSG00000105443.17	4	2	-1.0000	2.0000	0.5000	0.1649	True	S2
ENSG00000105483.18	5	2	0.8947	0.1053	1.0000	0.0433	True	S1
ENSG00000104884.17	8	6	0.3333	0.6667	0.8333	0.0020	False	Mixed
ENSG00000130396.22	5	4	0.6167	0.3833	0.5000	0.2262	True	Mixed
ENSG00000186017.16	6	3	0.6667	0.3333	0.6667	3.5936	True	Mixed
ENSG00000158864.13	10	2	-0.1950	1.1950	0.5000	0.0010	False	S2
ENSG00000130340.17	6	6	0.3333	0.6667	0.8333	0.0033	True	Mixed
ENSG00000197841.15	5	2	1.0000	0.0000	1.0000	22.7438	True	S1
ENSG00000116030.17	6	4	0.6765	0.3235	0.5000	1.0133	False	Mixed
ENSG00000131023.13	4	7	1.0000	0.0000	1.0000	2.8531	True	S1
ENSG00000198040.11	3	3	1.0000	0.0000	1.0000	0.0001	False	S1
ENSG00000141580.16	4	2	1.0000	0.0000	1.0000	2.2348	False	S1
ENSG00000132341.12	3	9	0.1667	0.8333	0.7778	0.0127	False	S2
ENSG00000170035.16	5	2	1.0000	0.0000	1.0000	0.1880	False	S1
ENSG00000152492.15	5	2	1.0000	0.0000	1.0000	6.5445	False	S1
ENSG00000170144.23	11	3	-0.3026	1.3026	0.3333	0.0073	True	S2
ENSG00000111335.14	3	2	1.0000	0.0000	1.0000	2.0114	False	S1
ENSG00000154265.16	8	2	0.9231	0.0769	0.5000	20.9305	True	Mixed
ENSG00000131323.17	5	7	1.0000	0.0000	1.0000	7.2839	False	S1
ENSG00000123636.20	6	2	0.8235	0.1765	1.0000	1.5508	True	S1
ENSG00000118855.21	5	2	0.0000	1.0000	0.5000	0.0102	False	S2
ENSG00000123159.16	3	5	-0.2000	1.2000	0.6000	0.0102	False	S2
ENSG00000115107.20	7	2	1.0000	0.0000	1.0000	3.1956	True	S1
ENSG00000144134.19	6	4	0.7500	0.2500	0.7500	0.3357	True	Mixed
ENSG00000187109.15	9	4	0.2328	0.7672	0.5000	0.0527	False	S2
ENSG00000073921.18	6	4	0.4762	0.5238	0.5000	1.0313	False	Mixed
ENSG00000160211.20	3	3	0.0000	1.0000	0.6667	1.4050	False	S2
